id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14963473,Comfortable 4 bedrooms 2 kitchens & 2 parkings,11883320,Kim,,Inner Richmond,37.77980934835721,-122.45493955841434,Entire home/apt,850,2,7,2017-11-25,0.50,7,340
14983353,Charming 3BR Victorian in NoPa W/Modern Upgrades,94424109,Jonathan,,Western Addition,37.777797627257875,-122.43853584000604,Entire home/apt,233,30,36,2017-04-19,2.04,1,185
14988703,Mission Bay/SOMA with an Oakland Bay view,94478439,Carole,,Potrero Hill,37.76266750995214,-122.39473990269073,Entire home/apt,135,30,27,2018-01-03,1.53,1,271
14990478,Cozy Garden Cottage,71381627,Eddie,,Outer Mission,37.73095438733193,-122.44468757633973,Entire home/apt,95,1,141,2018-02-20,8.09,1,77
14991011,#102  Private Room in Hostel-Style house,27123550,Jacquelyn,,Bayview,37.73436968414478,-122.38882148571933,Private room,50,30,14,2017-11-12,0.79,8,302
14991559,Private Room 101 in Hostel House,27123550,Jacquelyn,,Bayview,37.735703595746614,-122.38773269928004,Private room,50,30,21,2017-10-01,1.17,8,256
14992192,#201 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.733625237012646,-122.38752237418826,Private room,65,30,10,2017-10-30,0.56,8,336
14996188,Private suite with bath near UCSF and GGPark,1492583,Suzanne,,Inner Sunset,37.75848941419197,-122.47022712713438,Entire home/apt,125,2,94,2018-02-28,5.57,1,6
15005046,"1 BD beauty w/pkg, 15 min to dwnt",94659320,Irina And Gregory,,West of Twin Peaks,37.7332946733691,-122.458348397682,Entire home/apt,180,2,114,2018-02-27,6.43,1,85
15009918,New Euro Sofa and Bed nr Beach Fast Wifi,5215966,Melissa,,Outer Sunset,37.75414324884825,-122.49324346952413,Shared room,39,1,24,2018-02-19,1.87,7,78
15010218,Glen Park Bedroom + Neighborhood Parking,90541912,Rob,,Glen Park,37.7336578507961,-122.43345548731288,Private room,100,3,93,2018-02-17,5.25,4,239
15024335,2-Bedroom Victorian Flat in Dogpatch,48503905,Angie,,Potrero Hill,37.7592798333279,-122.38937861136888,Entire home/apt,450,2,18,2018-02-02,1.05,1,61
15025842,Huge Hip 2BR + 2 BA SoMa Loft Penthouse w/ VIEWS!,94862678,LeAnn,,South of Market,37.77689987188117,-122.40990703321191,Entire home/apt,450,1,100,2018-02-23,5.59,1,296
15027416,Panoramic Views + Modern Noe Home (Hosted),1577584,Lauren & Mitch,,Noe Valley,37.75151922149302,-122.4419723003718,Entire home/apt,295,1,5,2017-11-09,0.28,3,0
15028336,Awesome Glen Park bedroom,90541912,Rob,,Outer Mission,37.73352560391373,-122.43545387760858,Private room,70,3,90,2018-02-17,5.07,4,212
15051965,Designers' Garden Retreat,56666480,Bassel,,West of Twin Peaks,37.74324823056622,-122.46905875225163,Entire home/apt,125,2,74,2018-02-24,4.17,1,330
15054072,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78869896585162,-122.41133223552582,Entire home/apt,239,1,2,2017-11-09,0.48,21,365
15055277,501 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,325,,Financial District,37.79029807572898,-122.4069346754817,Private room,129,1,83,2018-03-02,4.66,13,53
15056192,Comfortable room w/private bathroom near the park,2853604,Allyse,,Inner Richmond,37.776784539946505,-122.46126304099413,Private room,129,2,53,2018-02-28,2.99,1,68
15060615,Beautiful/Bright Living Space and 4 Bedrooms,95220454,Wilson,,Ocean View,37.71600079160604,-122.45424627987278,Entire home/apt,195,3,15,2017-12-27,1.02,1,0
15067182,Charming Pacific Heights Bed and Breakfast,11218165,Bryn,,Pacific Heights,37.79355934697998,-122.43017491019503,Entire home/apt,239,1,22,2018-02-19,1.28,4,208
15068542,Bright private bedroom and bath on Telegraph Hill,41781093,Virginia,,North Beach,37.802279520062086,-122.40698045385868,Private room,150,2,33,2018-03-01,1.99,2,0
15069107,"South Beach/SOMA Loft, (Private bedroom and bath)",62907992,Robert,,South of Market,37.77944222928279,-122.39264626646703,Private room,119,1,99,2018-03-02,5.82,1,157
15070065,The Retreat,4249288,Annria,,Excelsior,37.726318141560434,-122.42973369970072,Entire home/apt,120,2,15,2018-02-24,0.88,3,340
15072528,beautiful apartment in great location,3509116,Monty,,Inner Richmond,37.78030934159955,-122.4507915971394,Entire home/apt,125,30,5,2017-09-23,0.31,2,217
15075530,Spacious two-bedroom in San Francisco Victorian,1787588,Tim,,Bayview,37.73504164794906,-122.39281089194861,Entire home/apt,135,2,65,2018-02-24,4.32,1,75
15084369,Central Location - Beautiful Sunny Garden Unit,2930381,Miranda,,Russian Hill,37.79677539887069,-122.42006480798355,Entire home/apt,192,3,25,2018-01-11,1.48,1,268
15086385,Resplendent Russian Hill Studio w/ Parking,15103537,Mary,,Russian Hill,37.804402268486776,-122.42313476987907,Entire home/apt,250,30,36,2018-01-31,2.11,1,252
15126863,Entire Home,14766201,Tom,,Diamond Heights,37.74531234823821,-122.44343830542871,Entire home/apt,225,7,6,2018-01-03,0.36,2,28
15130955,Beautifully Remodeled Home near Golden Gate Park!,25571301,Angela,,Outer Sunset,37.75614555105457,-122.48848402167155,Private room,230,2,7,2018-01-28,,1,0
15132100,404 - Clean Hotel Room in PERFECT LOCATION,93714995,325,,Financial District,37.79009201244714,-122.40628745597205,Private room,109,1,106,2018-02-28,6.00,13,42
15132855,Own Floor of Grand Marina Waterfront Home,53614586,Erin,,Marina,37.80515334864903,-122.43570167449953,Entire home/apt,225,2,58,2018-02-22,3.39,1,28
15134083,Luxury 2BR in Haight Ashbury Dist-Buena Vista Park,95958962,Marie,,Haight Ashbury,37.771694914221065,-122.43899647768163,Entire home/apt,349,30,20,2017-08-19,1.14,1,0
15144208,"Private Room in Cute, Artistic Victorian Flat",46243268,Kristian,,Bernal Heights,37.743751246877366,-122.41867568208157,Private room,50,4,42,2018-02-26,2.53,1,124
15149051,Luxury High Rise Condo with Waterfront View,96092167,Michael,,Financial District,37.78951436064691,-122.39305614217908,Entire home/apt,400,30,63,2018-01-12,3.59,1,0
15150709,Zen Captured Noe Valley House,7728783,Cynthia,,Noe Valley,37.74489588289044,-122.43066500752539,Entire home/apt,350,3,17,2018-01-08,0.97,2,359
15162895,Garden 2BR Condo/Great Location/Lower Pac Heights,3843134,Jack,,Western Addition,37.78577397473055,-122.44146002246157,Entire home/apt,199,4,4,2018-02-09,0.23,1,317
15163770,Beautiful & Sunny Home in Bernal Heights,1680424,Emily,,Bernal Heights,37.738434872784644,-122.42177469038741,Entire home/apt,325,2,13,2018-01-02,1.55,1,10
15166182,Luxurious work or vacation rental 1300 sq ft,54217986,Janet,,West of Twin Peaks,37.73936475869499,-122.45944689865853,Entire home/apt,135,3,37,2017-11-13,2.16,2,330
15166399,"Spacious Charming Guest Suite, Noe Valley",8541411,Vidhu,,Noe Valley,37.7539282939617,-122.43682923598752,Entire home/apt,165,2,11,2017-11-09,0.66,2,16
15176931,Bedroom at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75952761014679,-122.40271229797126,Private room,80,3,22,2018-02-18,1.34,4,2
15177458,Cozy room in Castro Edwardian - 15 min to downtown,1340541,Kayla,,Castro/Upper Market,37.7599746049848,-122.44155050810429,Private room,110,2,21,2017-08-16,1.20,2,0
15177460,The Sea Monster in Nopa,1994513,Kirsten,,Haight Ashbury,37.77491545710221,-122.44027012206556,Private room,150,1,21,2018-02-02,1.25,1,263
15178460,Wyndham Canterbury 1 Bedroom Presidential (1),26482762,ResortShare1,,Downtown/Civic Center,37.78794811419253,-122.4139343617799,Private room,384,3,0,,,15,164
15179182,"Beautiful, Eclectic, Cozy Bayview Ranch",861262,Lauren,,Bayview,37.739056007150545,-122.38537233521939,Entire home/apt,250,2,126,2018-02-26,7.81,1,106
15181903,Looky LUXE 1BR Mission Bay,7206100,Gatz,,South of Market,37.77206804584006,-122.3929168974353,Entire home/apt,150,30,38,2017-10-26,2.22,1,94
15194176,SHARED Room Crypto Community Experience Bed C,12176788,Jean-Loïck & Louis,,North Beach,37.801557538890165,-122.41007536495621,Private room,80,31,6,2017-10-01,0.35,3,365
15194320,SHARED Room Crypto Community Experience Bed A,12176788,Jean-Loïck & Louis,,North Beach,37.80238793067885,-122.41004127958017,Private room,80,31,13,2017-10-29,0.77,3,365
15194432,SHARED Room Crypto Community Experience Bed B,12176788,Jean-Loïck & Louis,,North Beach,37.8012179341127,-122.40844118825545,Private room,80,31,10,2017-09-03,0.67,3,365
15204367,Gorgeous Bottombunk wPrivacyInCanopy nr Beach,5215966,Melissa,,Outer Sunset,37.756344821603136,-122.49264699539461,Shared room,37,1,60,2018-02-21,3.61,7,344
15207802,1Bdrm PRESIDENTIAL CONDO in Wyndham Canterbury,96098402,Carrie,,Downtown/Civic Center,37.78966651383062,-122.41188294014044,Entire home/apt,299,3,0,,,6,365
15207940,Cozy San Francisco experience in Westwood Park!,96602297,Ha,,West of Twin Peaks,37.72922569249704,-122.46063331051892,Private room,88,1,77,2018-02-22,4.42,1,272
15208293,Gracious Home Nestled In Prestigious Forest Hills,79406824,Gregg A.,,West of Twin Peaks,37.74260178612995,-122.45936011776105,Entire home/apt,280,30,1,2016-10-28,0.06,2,88
15214880,1 BDRM Deluxe Condo in Wyndham Canterbury,96098402,Carrie,,Downtown/Civic Center,37.78781956599037,-122.41373637183172,Entire home/apt,399,1,4,2017-07-17,0.23,6,0
15215678,BERNAL HEIGHTS/MISSION 600 Sqft/Private Entry&Bath,96675573,Jennifer & Steve,,Bernal Heights,37.73868697099062,-122.42179589407361,Entire home/apt,125,1,117,2018-02-26,6.78,1,226
15216713,Bernal Nook,127367,Annette,,Bernal Heights,37.74470605059626,-122.42032113549043,Entire home/apt,99,30,2,2017-07-29,0.14,20,307
15217571,1Bdrm LUXURY CONDO Wyndham Canterbury *Great Rate!,96098402,Carrie,,Downtown/Civic Center,37.78951809426875,-122.41308765123543,Entire home/apt,369,3,0,,,6,364
15218861,Modern CondoWYNDHAM CANTERBURY 1Bdrm w/kitchenette,96098402,Carrie,,Downtown/Civic Center,37.788111363007715,-122.41373686051669,Entire home/apt,399,3,4,2018-01-11,0.23,6,364
15220043,"Lovely Home, Great Noe Valley/Castro Locale for 5",64579077,Stephen,,Noe Valley,37.75419727659206,-122.44029157660393,Entire home/apt,250,3,19,2018-02-19,1.33,1,106
15222045,Modern Master Suite/Private Bath. Work Desk. SOMA.,96416356,John,,South of Market,37.77496311598611,-122.39624316802411,Private room,129,30,21,2018-01-16,1.30,1,3
15233175,Private and Cozy 2BR in the Heart of the Mission,16064491,Austin,,Mission,37.75301914312296,-122.41086014391912,Entire home/apt,110,30,57,2017-12-20,3.33,1,85
15236335,Simplistic Crocker Suite,24973603,Mai,,Crocker Amazon,37.70926562634095,-122.44855109753912,Entire home/apt,115,3,63,2018-02-16,3.71,1,322
15238962,Awesome FiDi studio! Perfect for biz travelers,66643396,Daniel,,Financial District,37.796761184326385,-122.4040331583119,Entire home/apt,205,2,81,2018-02-15,4.67,1,18
15250621,Fresh Ocean Breeze and Sunset view,29248670,Marilou,,Parkside,37.74273954497673,-122.5053511600949,Private room,120,31,4,2017-09-14,0.48,3,0
15250767,"Outer Mission Private Cozy Room, Quiet Neighorhood",91188092,Tide,,Outer Mission,37.71132932669005,-122.44663837660252,Private room,110,3,20,2018-02-17,1.57,5,84
15251932,Sunny 3BR with garage on SF's liveliest block,6618742,Isabelle,,Marina,37.79970074064505,-122.4366850314055,Entire home/apt,420,2,84,2018-02-14,4.99,1,58
15251944,"Outer Mission Private Cozy Room, Quiet Neighorhood",91188092,Tide,,Outer Mission,37.712005245124644,-122.44736163268924,Private room,85,3,16,2017-11-10,0.93,5,84
15256248,Completely renovated room w/private bath,7433098,Aljosha,,Castro/Upper Market,37.761958404827,-122.4332273262255,Private room,97,31,6,2017-10-09,0.42,2,236
15258331,2 BR Beautiful Loft in ❤ of SOMA | Washer/Dryer,7884811,Jessy,,South of Market,37.777875038300714,-122.40362943686345,Entire home/apt,464,1,16,2018-02-21,0.94,2,0
15258987,Ocean Breeze and Sunset View by the Beach,29248670,Marilou,,Parkside,37.744208702168315,-122.5055527858887,Private room,135,31,5,2017-08-20,0.29,3,365
15267186,"201 - Private & Clean, 2 beds, Sleeps 4 people!",93714995,325,,Financial District,37.79006480297801,-122.40663240925447,Private room,92,1,62,2018-02-17,4.21,13,71
15268492,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78711583658237,-122.40935372304459,Entire home/apt,229,1,3,2017-11-10,0.38,21,354
15269286,Clean and comfortable studio in historic Victorian,33460481,Colin,,Western Addition,37.780285710985616,-122.43447374933163,Entire home/apt,175,4,40,2018-02-16,2.37,1,34
15270469,Glen Park 1 bedroom apartment,97153125,Will,,Glen Park,37.73678550070315,-122.43863577659214,Entire home/apt,118,3,15,2018-02-15,1.98,1,70
15286104,"Worldmark 1BR/2BA:Sleeps4, Close to DreamForce",84583753,Hanny,,Chinatown,37.79072557134013,-122.40771352401309,Entire home/apt,800,3,2,2017-11-09,0.12,3,0
15297353,Brand New Bernal Heights Garden Apartment,34480173,Andrew,,Bernal Heights,37.741853139716845,-122.41875032950696,Entire home/apt,150,2,12,2018-02-18,3.50,1,46
15301909,Presidio Heights Garden Apartment,97440774,Janet,,Presidio Heights,37.78632695834146,-122.45603462524257,Entire home/apt,285,30,3,2017-01-12,0.18,1,0
15305339,Beautiful Home luxuriously Finished,97475844,Shelly,,Presidio Heights,37.78777859617726,-122.45910134961915,Entire home/apt,325,30,2,2017-02-18,0.14,1,179
15311500,Sunny private room in Victorian with SF Native,5062811,Mira,,Noe Valley,37.750165990887666,-122.43051786016981,Private room,117,2,52,2018-02-14,3.03,2,74
15311518,Modern private ensuite in upscale SOMA high rise!,3557407,Chitra,,South of Market,37.77651779696312,-122.41616493137452,Private room,135,3,54,2018-02-19,3.15,2,24
15311575,Spacious Studio in the Marina,97533340,,,Marina,37.80284095731705,-122.43270867174857,Entire home/apt,170,30,2,2017-05-15,0.12,1,89
15313698,Sea Cliff Apartments: Private Garden One Bedroom,87471225,Anya,,Outer Richmond,37.78483804294238,-122.47972901386623,Entire home/apt,115,31,1,2017-03-09,0.06,2,308
15325569,Wyndham Canterbury 1 Bedroom Condo with Kitchen,96098402,Carrie,,Downtown/Civic Center,37.788061528555126,-122.41372659114955,Entire home/apt,599,3,0,,,6,365
15327480,Designer 3 BDRM w/ outdoor oasis. Garage parking.,1939545,Ray,,Outer Richmond,37.77436241365833,-122.48102596534495,Entire home/apt,300,3,15,2018-02-19,1.79,1,40
15327674,Upscale 2 Bedroom/1.5 Bath with Private Entry,5138158,Barbara,,Inner Richmond,37.77653287663176,-122.47387397974285,Entire home/apt,195,30,61,2018-02-05,3.57,1,114
15328509,"Outer Mission Private Cozy Room, Quiet Neighorhood",91188092,Tide,,Outer Mission,37.71220018255133,-122.44631685812298,Private room,110,3,20,2017-11-13,1.95,5,340
15330348,Spacious.Free Parking.Own Entrance,97717942,Stella,,Diamond Heights,37.741401902667924,-122.44283179847652,Entire home/apt,110,1,173,2018-02-24,10.24,1,67
15334433,SEA CLIFFS - CHARMING THREE BEDROOM FLAT,87471225,Anya,,Outer Richmond,37.78547082932456,-122.47922122018618,Entire home/apt,175,30,5,2018-01-01,0.31,2,278
15339049,ZEN HOME - with garage for parking,28407268,Rosellen,,Haight Ashbury,37.77182472776629,-122.43914679993397,Entire home/apt,350,30,30,2018-02-25,1.79,1,145
15342398,1bdrm Wyndham Canterbury*SPECIAL BOOK NOW PRICING!,96098402,Carrie,,Downtown/Civic Center,37.788086767196674,-122.41195846653257,Entire home/apt,339,3,3,2018-01-12,0.24,6,364
15343159,Artsy Cozy Home: Near Great Hikes,40966464,Michelle,,Visitacion Valley,37.721473578820024,-122.40868082740205,Private room,69,1,173,2018-02-17,10.10,1,90
15344978,Large Room in Noe/Mission 1br w/private entrance,470,Josh,,Noe Valley,37.7507116440103,-122.42521267738448,Private room,68,100000000,8,2017-11-06,0.48,1,0
15346313,Modern 3 br eco smart home in the heart of Mission,24910,,,Mission,37.75646677903363,-122.41643910233668,Entire home/apt,400,4,23,2018-02-23,1.37,1,29
15383658,Beautiful Victorian Bedroom in Mission,17536951,Rob,,Bernal Heights,37.742942897225056,-122.41989923836123,Private room,60,2,61,2018-03-02,3.80,5,24
15392180,3 Cool Bedrooms in Cole Valley/Haight Ashbury Flat,739859,Jeff,,Haight Ashbury,37.76853262427493,-122.44825752785923,Private room,140,2,5,2017-09-24,0.57,3,161
15397120,"Modern Apartment, Lux Amenities in the Mission",4372306,Nicole,,Mission,37.760283717927116,-122.42093332094238,Entire home/apt,250,2,9,2017-11-10,0.58,1,0
15400940,Brand New Luxury Hayes Valley Condo,94538124,Viktor,,Western Addition,37.77727294164128,-122.42474093349084,Entire home/apt,199,30,24,2017-03-17,1.41,1,0
15408863,"Lovely, peaceful, spacious, great for longer stays",644816,Megan,,Castro/Upper Market,37.76721735142127,-122.43006605581914,Private room,110,30,25,2017-09-24,1.53,1,132
15409616,Exquisitely Decorated Edwardian in Pacific Heights,98671264,James,,Pacific Heights,37.79637042547882,-122.4313752278008,Entire home/apt,800,2,7,2018-02-05,0.92,1,25
15422181,Shared Room in Inner Sunset by UCSF & Golden Gate,21430100,Khanh,,Inner Sunset,37.7636364356311,-122.45826233326656,Shared room,45,1,144,2018-02-19,8.67,2,302
15422949,Private Room in Inner Sunset by UCSF & Golden Gate,21430100,Khanh,,Inner Sunset,37.764007953641546,-122.45918230823342,Private room,80,1,38,2018-01-28,2.25,2,35
15432669,"Modern Inner Sunset 1 bedroom, Brand New!",12765917,Nada,,Inner Sunset,37.75677967106784,-122.46739608094543,Private room,150,3,45,2018-02-14,2.67,1,61
15453636,"Studio Style Private Room/Bath, Fridge, Microwave",99135583,Danielle,,Ocean View,37.7171821596833,-122.44998555656692,Private room,80,1,83,2018-02-26,5.11,1,0
15468915,Kings Landing!,99270779,Jamin,,Haight Ashbury,37.77180796074956,-122.44483891371814,Entire home/apt,300,3,1,2017-01-12,0.07,2,166
15470227,1 BR Cottage Close to Mission Awesomeness,487372,Rachel,,Mission,37.759585813647796,-122.41000109683404,Entire home/apt,185,2,14,2018-02-11,0.86,1,0
15471316,Classic SF Mission Victorian Bedroom - BIG & Sunny,2001297,Urs,,Mission,37.75899436013724,-122.40754273834001,Private room,80,31,2,2017-01-01,0.13,6,306
15478431,Unique Experience - Cozy Waterfront Sailboat,4966974,Edward,,North Beach,37.80728247635062,-122.410571143595,Entire home/apt,121,2,63,2018-02-22,3.80,2,180
15483246,Embarcadero Ferry - amazing views!!,72518543,Tory,,Financial District,37.79158845021954,-122.39304353594608,Entire home/apt,209,30,4,2017-01-10,0.25,1,90
15484215,"Spacious, sunny Castro Edwardian - great location!",1340541,Kayla,,Castro/Upper Market,37.76019669966694,-122.4428218298015,Entire home/apt,400,2,1,2018-01-27,0.81,2,156
15486470,Stunning 1882 Victorian in  Fabulous Hayes Valley!,3585086,Suzanne,,Western Addition,37.77707386953722,-122.42858512867353,Entire home/apt,410,1,51,2018-02-26,6.02,1,72
15504145,"Spacious Elegance, Panoramic Views on Potrero Hill",99594283,Mark,,Potrero Hill,37.76158760744607,-122.40262265297193,Entire home/apt,500,7,1,2016-12-26,0.07,1,0
15508487,Sunny SF Home W/Ocean & City Views From Bedrooms,7750489,Ron,,Ocean View,37.72077818503445,-122.466100861286,Entire home/apt,289,1,67,2018-02-26,4.01,1,0
15512995,"Modern Spacious House - Roof Deck, Garden, Parking",1865162,Susan,,Bernal Heights,37.74650869822259,-122.4103159446003,Entire home/apt,450,4,4,2017-06-23,0.28,1,29
15521441,Warm & Comfortable & San Francisco Style,2001297,Urs,,Mission,37.759409687117156,-122.40841500255014,Private room,80,31,1,2016-12-22,0.07,6,232
15523355,Warm Victorian BR - w/ private sink & 2 closets,2001297,Urs,,Mission,37.75917543574546,-122.4082492739801,Private room,58,31,0,,,6,236
15558562,Goldengate Park Modern 2 BR Condo w/Parking,56990464,Jason,,Outer Sunset,37.764507626453494,-122.47783403311514,Entire home/apt,160,1,71,2018-01-28,4.47,2,62
15564777,Private Bedroom and Bathroom Suite sleeps 3 in SF!,14522747,Sarah,,Outer Richmond,37.774191494305896,-122.49110634926605,Private room,95,2,25,2018-02-26,2.72,2,82
15567704,"Beautiful, cozy and spacious city apartment",100278291,Vannida,,Castro/Upper Market,37.76830233786752,-122.42882646771325,Entire home/apt,285,2,44,2018-02-05,3.17,1,151
15568604,Cozy Furnished Suite in The Mission #10,644937,Jon,,Mission,37.76344969436192,-122.4209235048288,Private room,150,1,30,2018-02-02,1.88,1,126
15579505,City Refuge w Spacious Backyard,4381076,Grace,,Ocean View,37.71916364930083,-122.45594685637934,Entire home/apt,300,4,3,2017-12-27,0.44,2,0
15591362,Stylish Garden Sanctuary in Sunny Potrero Hill,7058705,Kris,,Potrero Hill,37.75636643618244,-122.40229540326591,Entire home/apt,149,30,35,2018-01-20,2.34,1,263
15602145,Private room in charming apartment,906727,Elizabeth,,Inner Richmond,37.78543402316095,-122.47028422301419,Private room,59,30,2,2016-11-17,0.13,2,89
15605090,Naya's Private Room & Bath by GGP (shared kitchen),68432368,,,Inner Sunset,37.76480415260246,-122.46935936032718,Private room,60,1,15,2018-02-25,0.93,3,81
15611358,"Two bedrooms Quiet,cozy suites & private bathroom",100586872,Mary Gaineng,,Outer Sunset,37.74780089714499,-122.48151577942801,Private room,129,1,52,2018-03-02,10.06,3,262
15615510,Garden Cottage near Dolores Park/Castro/Mission,100672984,Roberto,,Castro/Upper Market,37.76303440099479,-122.42780780360391,Entire home/apt,175,2,23,2018-02-02,1.45,3,11
15621583,Beautiful Mission-Dolores Family-Friendly Condo,41578318,Bruce,,Castro/Upper Market,37.76401641147385,-122.42720903613908,Entire home/apt,400,3,7,2018-01-10,0.66,1,0
15630209,Chez Fancy Victorian Garden Flat Parking & Hot Tub,89922939,Charles,,Outer Mission,37.727537767533775,-122.43440770604502,Entire home/apt,129,2,94,2018-02-25,6.23,1,127
15633213,Comfy Private Room in Artistic Mid-Century Home,1013332,Harry,,Excelsior,37.7255823027209,-122.42323517961377,Private room,119,2,43,2018-01-12,2.62,1,0
15641829,Homey Private Room in Neighborhood Condo,5117637,Manish,,Bernal Heights,37.74577872213899,-122.42069120324297,Private room,75,3,27,2017-10-08,2.04,2,0
15643873,MISSION LOFT - Daily Rental / Private Event Space,3485395,Michael,,Mission,37.76002177192383,-122.41981077797224,Entire home/apt,525,1,42,2018-03-01,2.68,2,26
15649595,Spacious Private Bedroom in Marina!,11322882,Jason,,Marina,37.79730984016872,-122.43690842135936,Private room,114,2,23,2018-02-15,1.62,1,13
15649758,"Cozy, Quiet Bedroom in Lovely Mission Home",8566948,Meg,,Mission,37.75013920397615,-122.40964224773603,Private room,59,5,5,2017-09-02,0.32,1,0
15658995,"Superb location, Large Apt - Monthly",101082303,Qc,,Russian Hill,37.79892368705916,-122.40932611949854,Entire home/apt,175,30,2,2017-12-23,0.13,1,307
15662917,The Homestead,775963,Eileen,,Noe Valley,37.75024826035822,-122.43837020791786,Private room,115,2,62,2018-03-01,4.28,1,295
15675892,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78753317391824,-122.40936160976636,Entire home/apt,90,1,52,2018-02-16,3.24,23,0
15705696,Orca House Condo,4010344,Winter,,Parkside,37.743710691474725,-122.50207714901563,Entire home/apt,130,2,9,2018-01-02,1.10,1,63
15706693,Bright In Law With Parking Near GG Park,25361970,Alan,,Outer Sunset,37.76193720090526,-122.48075136341885,Entire home/apt,125,2,78,2018-02-07,5.04,2,34
15716518,Urban Downtown 1 Bedroom,91214395,Randi,,Chinatown,37.79116447500334,-122.40593249094964,Entire home/apt,205,1,7,2018-02-09,0.53,1,221
15717561,Luxury Condo in Financial District,37976393,Carl,,South of Market,37.78594121483582,-122.3923223733549,Entire home/apt,249,1,20,2018-02-09,1.33,1,113
15720967,"Private, Spacious Zen-Like Studio Bedroom/Bathroom",79406824,Gregg A.,,West of Twin Peaks,37.74082457472481,-122.45883993607048,Private room,115,30,0,,,2,89
15722690,NEW Attic Studio - Vaulted Ceiling,10829039,Viviane&Lele,,Inner Richmond,37.776005677593766,-122.46422770000547,Private room,200,30,12,2017-10-13,0.88,6,365
15733592,Walk to Work! Beautiful 1BR Apt in North Beach,8870869,Dave,,North Beach,37.80214194527326,-122.40901557766712,Entire home/apt,160,30,24,2018-01-26,1.59,2,199
15734872,Spacious Oasis in Vibrant Mission,6664188,Lindy,,Mission,37.7512996879348,-122.41121127961793,Private room,119,1,14,2017-07-03,1.03,2,0
15735313,"Modern, 2 bedrooms in most desirable area of SF",32891611,Petra,,Potrero Hill,37.76207354783525,-122.40455973104869,Entire home/apt,285,30,19,2017-08-12,1.18,2,30
15756691,Golden Gate View 1 Bedroom House,99783900,Iain,,Outer Richmond,37.77954091499941,-122.4901161173535,Entire home/apt,195,2,41,2018-02-15,2.57,1,68
15759935,Noe Valley Convenience and Backyard Charm,5466655,Nick,,Noe Valley,37.75107374883968,-122.43520031196618,Entire home/apt,274,2,16,2018-02-24,2.84,2,64
15770116,4bd/2.5b Pacific Hts.New & Unique Top Flr Flat!,91488071,Danny,,Pacific Heights,37.79517333339643,-122.42783984870096,Entire home/apt,400,30,54,2018-01-11,3.87,1,101
15771352,"Parking & Laundry, Cozy & Close to the freeway",101986074,Margarita,,Bernal Heights,37.74715989572349,-122.4106089049187,Entire home/apt,199,30,10,2017-09-08,0.70,2,144
15773850,"Spacious and Bright, Laundry & Garage included",101986074,Margarita,,Bernal Heights,37.74763242147254,-122.40854837970916,Entire home/apt,225,30,9,2017-11-09,0.57,2,267
15776727,Secret Garden Oasis in Mission Dolores,15024043,Kai,,Castro/Upper Market,37.7644264748591,-122.42759336082378,Entire home/apt,250,30,38,2018-02-02,2.99,1,344
15785104,Luxury Oasis & Hot Tub (2BR/2BA/3QBeds-6PPL),5805679,Laurence,,Castro/Upper Market,37.76378832283955,-122.43972066275438,Entire home/apt,449,3,24,2018-02-25,1.62,2,81
15803552,"Urban Sanctuary, Potrero Hill/Dogpatch, STR-002366",5538931,Erik,,Potrero Hill,37.75840023727563,-122.39245712327536,Private room,125,3,9,2017-08-20,0.59,1,73
15822076,Glen Park Oasis Studio,68747156,Eileen,,Outer Mission,37.732257849096754,-122.43869622912753,Entire home/apt,100,3,44,2018-02-19,2.95,1,62
15822583,Luxury Spacious Apartment with Great Scenic views,15836581,Allen,,Lakeshore,37.71571221909986,-122.47453622096597,Entire home/apt,129,1,30,2018-02-14,1.97,1,24
15828423,GorgeousUpperbunk wPrivacyInCanopy nr Beach,5215966,Melissa,,Outer Sunset,37.755573039647864,-122.4944091882109,Shared room,37,1,52,2018-02-20,3.32,7,78
15830044,Painted Lady in the heart of Pacific Heights,23631384,Sally,,Pacific Heights,37.7910320363727,-122.43373779627771,Entire home/apt,125,31,2,2017-09-21,0.18,1,33
15832358,Castro/Duboce Triangle with a new Queen bed,3227887,David,,Castro/Upper Market,37.766704364649264,-122.43510639031994,Private room,100,3,33,2018-02-18,2.08,2,350
15833186,Single Bed in Music Themed Hotel/Hostel,102523118,Music City,,Downtown/Civic Center,37.78765675860338,-122.42047005990392,Shared room,33,3,28,2018-02-23,1.76,1,73
15835438,Large Family Home with all Amenities & Parking,4256843,Selena,,Outer Richmond,37.77553919234512,-122.50534312473448,Entire home/apt,280,2,6,2018-02-19,0.62,1,21
15843007,Private Cozy Apartment in Little Hollywood,9270394,Wilson,,Visitacion Valley,37.71294424059558,-122.39887236304456,Entire home/apt,82,2,57,2018-02-20,3.65,1,46
