SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
050,4,9,06,017,California,El Dorado County,181058,181058,181136,180936,180575,181481,183108,184569,185976,188679,190746,192843,78,-200,-361,906,1627,1461,1407,2703,2067,2097,382,1633,1599,1495,1609,1610,1599,1596,1616,1624,296,1310,1424,1327,1397,1559,1557,1577,1575,1699,86,323,175,168,212,51,42,19,41,-75,22,87,103,120,115,195,170,139,71,75,-12,-606,-641,650,1318,1228,1206,2547,1964,2110,10,-519,-538,770,1433,1423,1376,2686,2035,2185,-18,-4,2,-32,-18,-13,-11,-2,-9,-13,1643,1641,1633,1641,1641,1692,1698,1651,1648,1646,1682,9.0203053536,8.84620385,8.2583909671,8.8263770986,8.757686774,8.6305307048,8.5198382512,8.5181524675,8.4673960932,7.2361298305,7.8780452047,7.3303577347,7.6634237456,8.4802693669,8.4038375906,8.4184116053,8.3020359755,8.858439632,1.7841755231,0.9681586452,0.9280332324,1.162953353,0.2774174071,0.2266931142,0.1014266458,0.2161164921,-0.391043539,0.480567401,0.5698305169,0.6628808803,0.6308473377,1.0607136155,0.917567367,0.742015988,0.3742505106,0.3910435388,-3.347400517,-3.546226809,3.5906047683,7.2300590528,6.679775999,6.5093308505,13.596508788,10.352507083,11.001358225,-2.866833116,-2.976396292,4.2534856486,7.8609063905,7.7404896145,7.4268982175,14.338524776,10.726757594,11.392401763
050,4,9,06,019,California,Fresno County,930450,930507,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101,1532,7367,5639,6469,9053,8921,7342,8408,6712,7151,3898,16320,15944,15729,15854,15652,15250,14759,14696,14506,1591,5996,6267,6522,6322,6601,6567,7060,7460,7467,2307,10324,9677,9207,9532,9051,8683,7699,7236,7039,96,574,622,1025,1384,1900,1884,1180,495,479,-862,-3520,-4649,-3718,-1719,-1937,-3211,-438,-1009,-348,-766,-2946,-4027,-2693,-335,-37,-1327,742,-514,131,-9,-11,-11,-45,-144,-93,-14,-33,-10,-19,17523,17203,16841,16323,16822,17326,17901,17430,17394,16968,17667,17.441068265,16.921639247,16.586881821,16.582979487,16.219226913,15.670614977,15.044330778,14.865556538,14.571198829,6.4078826789,6.6512740315,6.8777190691,6.6126905712,6.8402195792,6.7481264624,7.1964886028,7.5460704799,7.5005612614,11.033185587,10.270365215,9.7091627521,9.9702889156,9.379007334,8.9224885142,7.8478421747,7.319486058,7.0706375678,0.6134297294,0.660139213,1.0809049442,1.447637417,1.9688558098,1.9359631879,1.2028125427,0.5007111109,0.4811529187,-3.761799038,-4.934063024,-3.920784958,-1.798040983,-2.007196686,-3.299563586,-0.446467707,-1.020641436,-0.349564125,-3.148369308,-4.273923811,-2.839880014,-0.350403566,-0.038340876,-1.363600398,0.7563448362,-0.519930325,0.1315887941
050,4,9,06,021,California,Glenn County,28122,28122,28127,28139,27851,27809,27831,27753,27840,27926,27967,28393,5,12,-288,-42,22,-78,87,86,41,426,107,426,376,384,406,392,377,384,372,371,29,235,241,212,270,266,262,255,269,251,78,191,135,172,136,126,115,129,103,120,-3,-20,-23,-16,-23,-6,0,-20,-33,-31,-72,-158,-412,-203,-89,-199,-26,-21,-28,337,-75,-178,-435,-219,-112,-205,-26,-41,-61,306,2,-1,12,5,-2,1,-2,-2,-1,0,316,316,316,316,325,338,317,316,317,317,334,15.142359507,13.430969816,13.798059648,14.593817398,14.104778353,13.562858633,13.771832299,13.311148087,13.165365507,8.35317954,8.6086801215,7.6176787639,9.705248023,9.571099597,9.4256471138,9.1453573862,9.6255345034,8.9070262598,6.7891799666,4.8222896946,6.1803808839,4.8885693746,4.5336787565,4.1372115194,4.626474913,3.6856135831,4.2583392477,-0.710908897,-0.821575281,-0.574919152,-0.82674335,-0.215889465,0,-0.717282932,-1.180827653,-1.100070972,-5.616180286,-14.71691373,-7.294286741,-3.199137311,-7.160333909,-0.935369561,-0.753147079,-1.001914372,11.958836054,-6.327089184,-15.53848902,-7.869205893,-4.025880661,-7.376223374,-0.935369561,-1.470430011,-2.182742025,10.858765082
050,4,9,06,023,California,Humboldt County,134623,134611,135009,135243,134572,134403,134494,135102,136290,136507,136244,135558,398,234,-671,-169,91,608,1188,217,-263,-686,384,1548,1439,1539,1484,1444,1469,1479,1364,1352,287,1187,1288,1293,1349,1294,1320,1390,1374,1390,97,361,151,246,135,150,149,89,-10,-38,19,60,48,35,2,30,10,-5,-15,-17,256,-185,-869,-434,-20,437,1026,137,-231,-625,275,-125,-821,-399,-18,467,1036,132,-246,-642,26,-2,-1,-16,-26,-9,3,-4,-7,-6,5014,5285,5539,5534,5481,5452,5485,5514,5501,5546,5489,11.455974424,10.666567834,11.443442699,11.037683574,10.712325109,10.825669143,10.843227748,10.00179651,9.9484183339,8.784393825,9.5472823972,9.6142764197,10.033581632,9.5995489547,9.7276264591,10.190727904,10.075123464,10.228033642,2.6715805988,1.1192854363,1.8291662794,1.0041019424,1.1127761539,1.0980426836,0.6524998442,-0.073326954,-0.279615308,0.4440300164,0.355799344,0.2602472349,0.0148755843,0.2225552308,0.0736941398,-0.036657295,-0.109990431,-0.125091059,-1.369092551,-6.441450624,-3.227065712,-0.148755843,3.2418878618,7.5610187478,1.0044098725,-1.693852635,-4.59893599,-0.925062534,-6.08565128,-2.966818478,-0.133880259,3.4644430926,7.6347128876,0.9677525779,-1.803843066,-4.724027049
050,4,9,06,025,California,Imperial County,174528,174524,174716,175786,176575,176438,177974,178937,180179,181649,181523,181215,192,1070,789,-137,1536,963,1242,1470,-126,-308,688,3130,3016,3016,3167,3292,3115,2981,2761,2728,181,977,955,969,1021,1033,1126,1022,1121,1079,507,2153,2061,2047,2146,2259,1989,1959,1640,1649,-64,-93,-42,217,342,571,781,284,34,33,-266,-991,-1249,-2472,-951,-1879,-1531,-767,-1808,-2000,-330,-1084,-1291,-2255,-609,-1308,-750,-483,-1774,-1967,15,1,19,71,-1,12,3,-6,8,10,10684,10434,10147,10062,8794,8814,8935,8890,9482,9072,8745,17.860097803,17.118807132,17.087189424,17.871855355,18.447175907,17.348154914,16.477442321,15.204916679,15.041159184,5.5748611991,5.4205771921,5.4898828088,5.7616559259,5.7885579318,6.2709542321,5.6490929392,6.1733834106,5.9491974924,12.285236604,11.69822994,11.597306615,12.110199429,12.658617975,11.077200682,10.828349381,9.031533268,9.0919616914,-0.530667443,-0.238391877,1.2294164804,1.9299572249,3.1996772305,4.3495694984,1.5698066485,0.1872391043,0.1819495063,-5.654746621,-7.089320328,-14.00514995,-5.366635441,-10.52923558,-8.526492832,-4.239583448,-9.956714725,-11.0272428,-6.185414063,-7.327712204,-12.77573347,-3.436678216,-7.329558349,-4.176923334,-2.6697768,-9.76947562,-10.8452933
050,4,9,06,027,California,Inyo County,18546,18542,18511,18392,18351,18357,18292,18108,17922,17868,17946,18039,-31,-119,-41,6,-65,-184,-186,-54,78,93,39,192,228,212,240,197,193,206,193,191,35,199,203,198,207,191,194,261,180,172,4,-7,25,14,33,6,-1,-55,13,19,-2,1,6,11,8,19,25,23,18,18,-33,-113,-68,-20,-104,-209,-211,-21,48,57,-35,-112,-62,-9,-96,-190,-186,2,66,75,0,0,-4,1,-2,0,1,-1,-1,-1,433,434,436,433,433,442,433,431,432,431,411,10.405658077,12.410527175,11.55061567,13.097219569,10.824175824,10.713294477,11.511595418,10.777908081,10.61553425,10.785031027,11.049723757,10.787839163,11.296351879,10.494505495,10.768803775,14.585079631,10.051934997,9.5595386967,-0.379372951,1.3608034183,0.7627765065,1.8008676908,0.3296703297,-0.055509298,-3.073484213,0.7259730832,1.0559955537,0.0541961358,0.3265928204,0.599324398,0.4365739856,1.043956044,1.3877324452,1.2852752165,1.0051934997,1.0004168404,-6.124163347,-3.701385298,-1.089680724,-5.675461813,-11.48351648,-11.71246184,-1.173512154,2.6805159993,3.1679866611,-6.069967211,-3.374792477,-0.490356326,-5.238887828,-10.43956044,-10.32472939,0.1117630623,3.6857094991,4.1684035015
050,4,9,06,029,California,Kern County,839631,839621,840996,847970,853606,862000,869176,876031,880856,887356,893758,900202,1375,6974,5636,8394,7176,6855,4825,6500,6402,6444,3486,14409,14208,14417,14091,14082,13750,13625,13170,13144,1368,5401,5235,5654,5640,5916,5817,6101,6508,6478,2118,9008,8973,8763,8451,8166,7933,7524,6662,6666,143,608,783,1133,1069,1289,1322,623,40,81,-909,-2631,-4189,-1435,-2226,-2531,-4426,-1634,-288,-291,-766,-2023,-3406,-302,-1157,-1242,-3104,-1011,-248,-210,23,-11,69,-67,-118,-69,-4,-13,-12,-12,36757,36129,35375,31240,30077,30746,31549,31608,32282,32373,32373,17.062510435,16.699812409,16.806889227,16.279107381,16.137913726,15.652685688,15.411047997,14.788497536,14.653615465,6.3956290417,6.1531192259,6.5912569669,6.5158019751,6.7797115185,6.6219398288,6.9007562442,7.307786026,7.2220116391,10.666881394,10.546693183,10.215632261,9.7633054063,9.3582022075,9.030745859,8.5102917523,7.4807115098,7.4316038262,0.7199671278,0.9203232768,1.3208160848,1.2349986368,1.4771886659,1.5049345803,0.704666635,0.0449157101,0.0903030168,-3.115515647,-4.923670762,-1.672878272,-2.571662269,-2.900515526,-5.038457226,-1.848194673,-0.323393112,-0.324421949,-2.395548519,-4.003347485,-0.352062187,-1.336663632,-1.42332686,-3.533522645,-1.143528038,-0.278477402,-0.234118932
050,4,9,06,031,California,Kings County,152982,152974,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940,-604,-502,-877,-654,-842,590,-703,283,1717,1558,570,2576,2397,2464,2301,2359,2262,2303,2327,2321,215,754,816,804,814,801,789,840,889,887,355,1822,1581,1660,1487,1558,1473,1463,1438,1434,55,-24,264,131,133,223,140,-5,-148,-74,-1108,-2315,-2798,-2509,-2530,-1194,-2327,-1183,423,197,-1053,-2339,-2534,-2378,-2397,-971,-2187,-1188,275,123,94,15,76,64,68,3,11,8,4,1,21580,20935,20226,19592,18492,17139,16879,16328,15373,16102,16513,16.934110795,15.829148217,16.354271757,15.348595213,15.748714867,15.106839819,15.402261183,15.459380097,15.25358009,4.9566457839,5.3886462017,5.336377635,5.4297073028,5.3474864811,5.2693618996,5.6178460242,5.9060545363,5.829351805,11.977465011,10.440502016,11.017894122,9.9188879106,10.401228386,9.8374779191,9.7844151588,9.5533255605,9.4242282845,-0.157771219,1.7433855358,0.8694844157,0.8871634782,1.488750918,0.9349945069,-0.03343956,-0.983235176,-0.486326983,-15.21834879,-18.47724519,-16.65294961,-16.87611729,-7.971159623,-15.54094441,-7.911799817,2.8101924284,1.2946812915,-15.37612001,-16.73385965,-15.78346519,-15.98895381,-6.482408706,-14.6059499,-7.945239377,1.8269572525,0.8083543089
050,4,9,06,033,California,Lake County,64665,64662,64735,64251,63954,63796,64044,64260,63903,64111,64317,64386,73,-484,-297,-158,248,216,-357,208,206,69,162,742,728,740,769,711,737,767,737,731,167,799,855,829,828,843,861,932,831,848,-5,-57,-127,-89,-59,-132,-124,-165,-94,-117,-3,-35,-29,-20,-17,1,5,-16,-29,-26,80,-391,-132,-37,328,352,-234,389,331,215,77,-426,-161,-57,311,353,-229,373,302,189,1,-1,-9,-12,-4,-5,-4,0,-2,-3,1085,1085,1085,1124,1110,1164,1195,1134,1121,1128,1110,11.505124587,11.356811357,11.585127202,12.030663329,11.08305275,11.500979222,11.983064352,11.477247952,11.35948657,12.388941436,13.338013338,12.978473581,12.953692115,13.140665918,13.436015075,14.560907401,12.941103186,13.177626007,-0.883816848,-1.981201981,-1.39334638,-0.923028786,-2.057613169,-1.935035853,-2.577843048,-1.463855234,-1.818139437,-0.542694556,-0.452400452,-0.313111546,-0.265957447,0.0155879786,0.0780256392,-0.249972659,-0.451614913,-0.404030986,-6.062673468,-2.059202059,-0.57925636,5.1314142678,5.4869684499,-3.651599916,6.0774602778,5.1546391753,3.3410254617,-6.605368024,-2.511602512,-0.892367906,4.865456821,5.5025564285,-3.573574277,5.8274876185,4.7030242626,2.9369944757
050,4,9,06,035,California,Lassen County,34895,34895,34831,34246,33629,32129,31664,31256,30721,30920,30618,30573,-64,-585,-617,-1500,-465,-408,-535,199,-302,-45,84,301,305,283,319,301,301,313,286,281,92,199,270,225,228,229,263,233,195,202,-8,102,35,58,91,72,38,80,91,79,2,28,16,8,16,12,10,9,7,7,-56,-720,-694,-1629,-582,-500,-587,109,-404,-133,-54,-692,-678,-1621,-566,-488,-577,118,-397,-126,-2,5,26,63,10,8,4,1,4,2,9779,9833,9824,9604,8584,8707,8284,7696,7875,7646,7661,8.7149123442,8.9871086556,8.6073177408,10.001097299,9.5677050223,9.7132807332,10.155578268,9.295069713,9.1843571767,5.7616862342,7.955801105,6.8432738222,7.1481196997,7.2790845518,8.4870193782,7.5599033111,6.3375475316,6.6022781128,2.95322611,1.0313075506,1.7640439186,2.8529775994,2.2886204704,1.226261355,2.5956749566,2.9575221814,2.5820790639,0.8106895204,0.4714548803,0.2433164026,0.5016224351,0.3814367451,0.3227003566,0.2920134326,0.2275017063,0.2287918158,-20.84630195,-20.44935543,-49.54530247,-18.24651608,-15.89319771,-18.94251093,3.5366071284,-13.13009848,-4.3470445,-20.03561243,-19.97790055,-49.30198607,-17.74489364,-15.51176097,-18.61981057,3.828620561,-12.90259677,-4.118252684
050,4,9,06,037,California,Los Angeles County,9818605,9819968,9823246,9876482,9935375,9992484,10040072,10085416,10105708,10103711,10073906,10039107,3278,53236,58893,57109,47588,45344,20292,-1997,-29805,-34799,31738,132632,129152,130663,129430,128538,123692,120191,113565,112963,13803,58179,57987,60092,58113,60655,63169,63000,66038,68164,17935,74453,71165,70571,71317,67883,60523,57191,47527,44799,6603,33540,27905,33130,36648,42930,38904,31888,20835,21050,-21753,-54822,-38825,-45765,-59748,-65098,-79139,-91152,-98218,-100808,-15150,-21282,-10920,-12635,-23100,-22168,-40235,-59264,-77383,-79758,493,65,-1352,-827,-629,-371,4,76,51,160,171735,171493,170926,172921,176176,178217,178989,177240,177476,178327,179406,13.465363583,13.037849001,13.113601416,12.921965624,12.773652992,12.252116326,11.894552733,11.256532424,11.232827225,5.9065790147,5.8537672667,6.0309539525,5.8018557392,6.0276799251,6.2571058451,6.2347165943,6.5456688964,6.778099333,7.558784568,7.1840817345,7.0826474635,7.1201098851,6.7459730666,5.9950104808,5.6598361388,4.7108635276,4.4547278918,3.405123157,2.816999941,3.3249934175,3.6588441335,4.2662319542,3.8535744716,3.1557562343,2.0651596271,2.0931722164,-5.565762126,-3.919370102,-4.593067424,-5.965090026,-6.469209591,-7.838989053,-9.020744238,-9.735341889,-10.024157,-2.160638969,-1.102370161,-1.268074006,-2.306245893,-2.202977637,-3.985414581,-5.864988004,-7.670182262,-7.930984781
050,4,9,06,039,California,Madera County,150865,150834,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327,152,689,-148,-157,2086,120,380,1467,1459,445,574,2441,2379,2291,2262,2296,2291,2179,2178,2108,325,1009,1051,1048,1044,1051,1085,1127,1071,1060,249,1432,1328,1243,1218,1245,1206,1052,1107,1048,-35,-67,-59,70,-32,30,68,-71,-148,-139,-57,-674,-1461,-1491,884,-1158,-894,492,502,-464,-92,-741,-1520,-1421,852,-1128,-826,421,354,-603,-5,-2,44,21,16,3,0,-6,-2,0,8624,8516,8442,7351,6720,8167,7796,7505,7776,7909,7445,16.130257945,15.692508625,15.127254479,14.841253699,14.956095782,14.899262516,14.086282521,13.947903492,13.417820623,6.6675257136,6.9326719481,6.9198440394,6.8498093995,6.8461919279,7.0561762678,7.2855623685,6.8586798162,6.7471014516,9.4627322318,8.7598366765,8.2074104399,7.9914442994,8.1099038537,7.8430862479,6.8007201523,7.0892236756,6.670719171,-0.442739567,-0.389179491,0.4622033232,-0.209955844,0.19541937,0.442230402,-0.458983965,-0.947791422,-0.884761417,-4.45382788,-9.637139597,-9.844930785,5.8000301812,-7.543187681,-5.814029109,3.1805649382,3.214806039,-2.953448183,-4.896567447,-10.02631909,-9.382727462,5.5900743375,-7.347768311,-5.371798707,2.7215809735,2.2670146171,-3.838209599
050,4,9,06,041,California,Marin County,252409,252430,252904,255376,256061,258409,260359,260916,260562,259749,259662,258826,474,2472,685,2348,1950,557,-354,-813,-87,-836,589,2385,2326,2323,2431,2302,2275,2248,2193,2149,475,1830,1877,1890,1876,1959,1903,1959,1986,1998,114,555,449,433,555,343,372,289,207,151,159,676,624,623,589,738,661,599,427,432,225,1246,-368,1304,844,-497,-1382,-1696,-709,-1416,384,1922,256,1927,1433,241,-721,-1097,-282,-984,-24,-5,-20,-12,-38,-27,-5,-5,-12,-3,9044,9192,9335,8599,8232,8329,8345,7953,8051,8219,8307,9.3845911702,9.0959394803,9.0306529049,9.3722049163,8.8321903026,8.7252002961,8.6409858719,8.4441800424,8.2894878956,7.2007554891,7.3401024955,7.3473671934,7.2325201246,7.516186274,7.2984862257,7.5301117985,7.6471233763,7.707025042,2.1838356811,1.7558369848,1.6832857115,2.1396847917,1.3160040286,1.4267140704,1.1108740734,0.7970566661,0.5824628535,2.659951208,2.4401832484,2.4219099267,2.2707645807,2.831518872,2.535102152,2.3024691002,1.6441700311,1.6663837929,4.9028094751,-1.439082429,5.0692946139,3.2538629985,-1.90686298,-5.300319477,-6.519177953,-2.730015344,-5.462035766,7.5627606831,1.0011008198,7.4912045406,5.5246275792,0.9246558918,-2.765217325,-4.216708853,-1.085845313,-3.795651973
050,4,9,06,043,California,Mariposa County,18251,18247,18277,18170,17881,17809,17714,17622,17456,17414,17405,17203,30,-107,-289,-72,-95,-92,-166,-42,-9,-202,31,147,141,137,158,145,156,146,144,149,22,155,156,204,185,186,193,215,194,180,9,-8,-15,-67,-27,-41,-37,-69,-50,-31,1,0,8,18,12,14,14,11,9,9,20,-100,-291,-19,-78,-63,-143,17,32,-179,21,-100,-283,-1,-66,-49,-129,28,41,-170,0,1,9,-4,-2,-2,0,-1,0,-1,725,725,725,725,725,727,725,725,725,728,725,8.0665075315,7.8222518099,7.6772205099,8.895645075,8.206927779,8.8944637665,8.3739604244,8.2713461041,8.6107258437,8.5055011386,8.6544062578,11.431773606,10.415786955,10.527507358,11.004048121,12.331517063,11.143341279,10.40221914,-0.438993607,-0.832154448,-3.754553096,-1.52014188,-2.320579579,-2.109584355,-3.957556639,-2.871995175,-1.791493296,0,0.4438157055,1.0086859064,0.6756186133,0.7923930269,0.7982211072,0.6309148265,0.5169591315,0.520110957,-5.487420089,-16.14379629,-1.064724012,-4.391520986,-3.565768621,-8.153258453,0.9750501864,1.838076912,-10.34442903,-5.487420089,-15.69998058,-0.056038106,-3.715902373,-2.773375594,-7.355037345,1.6059650129,2.3550360435,-9.824318077
050,4,9,06,045,California,Mendocino County,87841,87850,87799,87334,87288,87054,87225,87107,87285,87576,87401,86749,-51,-465,-46,-234,171,-118,178,291,-175,-652,305,1014,1122,1061,1057,1022,1040,1006,961,933,178,838,811,850,847,855,902,837,858,860,127,176,311,211,210,167,138,169,103,73,12,10,-35,5,0,-2,6,-29,-60,-60,-193,-652,-309,-443,-19,-272,39,157,-213,-660,-181,-642,-344,-438,-19,-274,45,128,-273,-720,3,1,-13,-7,-20,-11,-5,-6,-5,-5,2044,2005,1954,1990,1943,1983,1977,1991,1972,1978,1981,11.579770803,12.85061447,12.171479047,12.129975499,11.724755065,11.927152622,11.506282133,10.984300794,10.714900947,9.5698697561,9.2886348799,9.7509492836,9.720046592,9.8088704311,10.344511216,9.5733182356,9.8070032061,9.8765432099,2.0099010466,3.5619795902,2.4205297633,2.4099289071,1.9158846339,1.5826414056,1.932963897,1.1772975877,0.8383577376,0.1141989231,-0.40086587,0.0573585252,0,-0.022944726,0.0688104959,-0.33169203,-0.68580442,-0.689061154,-7.445769786,-3.539072969,-5.081965333,-0.218041187,-3.120482757,0.4472682233,1.7957120227,-2.434605691,-7.579672696,-7.331570863,-3.939938839,-5.024606807,-0.218041187,-3.143427483,0.5160787192,1.464019993,-3.120410111,-8.26873385
050,4,9,06,047,California,Merced County,255793,255796,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680,925,2576,1570,1159,2393,1934,1275,3468,3055,3529,1066,4301,4302,4192,4210,4103,4109,4288,3961,4086,432,1454,1559,1614,1611,1676,1792,1831,1799,1787,634,2847,2743,2578,2599,2427,2317,2457,2162,2299,21,76,-39,74,119,224,273,9,-150,-144,269,-338,-1127,-1508,-286,-705,-1317,1012,1046,1381,290,-262,-1166,-1434,-167,-481,-1044,1021,896,1237,1,-9,-7,15,-39,-12,2,-10,-3,-7,4896,5137,5364,5611,5651,6455,6446,5753,6374,6689,7006,16.669961125,16.540937089,16.033873087,15.994073455,15.460499047,15.390060695,15.91909772,14.529195025,14.808881705,5.6354623288,5.9942633477,6.1733471284,6.120297467,6.3153293693,6.711849298,6.7975438258,6.5988441935,6.4766205596,11.034498797,10.546673741,9.8605259585,9.873775988,9.1451696774,8.678211397,9.121553894,7.9303508318,8.3322611452,0.2945633679,-0.149952707,0.2830406986,0.4520890121,0.8440535673,1.0225082915,0.0334122853,-0.550209355,-0.521898915,-1.310031821,-4.333248745,-5.767910452,-1.086533256,-2.656507879,-4.93275978,3.7570258611,3.8367932332,5.0051555639,-1.015468453,-4.483201452,-5.484869753,-0.634444244,-1.812454312,-3.910251488,3.7904381464,3.2865838785,4.4832566492
050,4,9,06,049,California,Modoc County,9686,9682,9694,9509,9351,9145,9068,9056,8961,8876,8800,8841,12,-185,-158,-206,-77,-12,-95,-85,-76,41,27,99,73,80,74,94,90,84,61,71,17,100,124,112,111,122,113,103,77,100,10,-1,-51,-32,-37,-28,-23,-19,-16,-29,0,6,6,9,12,10,9,7,5,5,3,-191,-115,-187,-51,6,-80,-72,-63,65,3,-185,-109,-178,-39,16,-71,-65,-58,70,-1,1,2,4,-1,0,-1,-1,-2,0,357,358,361,357,357,357,356,357,314,321,356,10.310888924,7.7412513256,8.6505190311,8.1260638006,10.372986096,9.9905644669,9.4186242081,6.9020140303,8.0494303044,10.415039317,13.1495228,12.110726644,12.189095701,13.462811741,12.54370872,11.549027303,8.7123783661,11.337225781,-0.104150393,-5.408271474,-3.460207612,-4.0630319,-3.089825646,-2.553144253,-2.130403095,-1.810364336,-3.287795476,0.624902359,0.6362672322,0.973183391,1.3177400758,1.1035091591,0.9990564467,0.7848853507,0.5657388549,0.566861289,-19.8927251,-12.19512195,-20.22058824,-5.600395322,0.6621054955,-8.880501748,-8.073106464,-7.128309572,7.3691967576,-19.26782274,-11.55885472,-19.24740484,-4.282655246,1.7656146546,-7.881445302,-7.288221113,-6.562570717,7.9360580466
050,4,9,06,051,California,Mono County,14202,14206,14257,14422,14331,14067,14134,14077,14273,14354,14403,14444,51,165,-91,-264,67,-57,196,81,49,41,31,154,147,136,156,155,139,138,123,126,20,38,49,52,51,46,57,63,28,30,11,116,98,84,105,109,82,75,95,96,3,4,23,32,41,110,95,83,62,64,30,45,-216,-389,-77,-279,19,-75,-109,-120,33,49,-193,-357,-36,-169,114,8,-47,-56,7,0,4,9,-2,3,0,-2,1,1,222,274,334,328,337,338,336,321,337,339,338,10.739565536,10.225019998,9.5781393056,11.063437467,10.98862146,9.8059964727,9.6412477731,8.5544389192,8.7357437515,2.6500226647,3.4083399993,3.6622297345,3.616893018,3.2611392719,4.0211640212,4.4014392008,1.9473519491,2.0799389885,8.0895428711,6.8166799986,5.9159095711,7.4465444488,7.7274821878,5.7848324515,5.2398085723,6.6070869701,6.6558047631,0.2789497542,1.5998330609,2.2536798366,2.9076983086,7.7983765198,6.7019400353,5.7987214867,4.3119936016,4.4372031754,3.1381847345,-15.02451918,-27.39629551,-5.460799262,-19.77951863,1.3403880071,-5.239808572,-7.580762945,-8.319755954,3.4171344887,-13.42468612,-25.14261568,-2.553100954,-11.98114211,8.0423280423,0.5589129144,-3.268769343,-3.882552778
