SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
050,4,8,08,047,Colorado,Gilpin County,5441,5441,5463,5447,5453,5572,5851,22,-16,6,119,279,12,46,40,44,43,0,28,27,15,20,12,18,13,29,23,0,1,2,2,2,10,-35,-7,88,246,10,-34,-5,90,248,0,0,-2,0,8,49,49,49,49,49,49,8.4326306141,7.3394495413,7.9818594104,7.5286702267,5.1329055912,4.9541284404,2.7210884354,3.5017070822,3.2997250229,2.3853211009,5.2607709751,4.0269631445,0.1833180568,0.3669724771,0.3628117914,0.3501707082,-6.416131989,-1.28440367,15.963718821,43.070997111,-6.232813932,-0.917431193,16.326530612,43.421167819
050,4,8,08,049,Colorado,Grand County,14843,14843,14786,14557,14182,14319,14546,-57,-229,-375,137,227,31,105,109,120,116,4,66,45,52,47,27,39,64,68,69,4,17,17,20,20,-89,-288,-454,57,110,-85,-271,-437,77,130,1,3,-2,-8,28,222,222,222,222,222,223,7.1567324404,7.5855109781,8.4207571664,8.0374155552,4.498517534,3.1316329726,3.6489947721,3.2565390611,2.6582149065,4.4538780055,4.7717623943,4.780876494,1.1587090618,1.1830613452,1.4034595277,1.3857613026,-19.62989469,-31.5946971,3.999859654,7.6216871644,-18.47118563,-30.41163576,5.4033191818,9.007448467
050,4,8,08,051,Colorado,Gunnison County,15324,15324,15369,15451,15463,15505,15725,45,82,12,42,220,36,150,165,138,141,26,54,78,60,57,10,96,87,78,84,2,4,1,4,4,30,-15,-73,-44,122,32,-11,-72,-40,126,3,-3,-3,4,10,850,933,930,930,932,933,9.7339390006,10.674775183,8.9124257298,9.0297790586,3.5042180402,5.0462573591,3.8749677086,3.6503362152,6.2297209604,5.6285178236,5.0374580212,5.3794428434,0.2595717067,0.0646956072,0.2583311806,0.2561639449,-0.9733939,-4.722779323,-2.841642986,7.8130003202,-0.713822193,-4.658083716,-2.583311806,8.0691642651
050,4,8,08,053,Colorado,Hinsdale County,843,843,847,831,801,812,786,4,-16,-30,11,-26,4,5,6,9,15,0,7,3,1,6,4,-2,3,8,9,0,0,0,0,0,0,-17,-32,3,-37,0,-17,-32,3,-37,0,3,-1,0,2,56,56,56,56,56,56,5.9594755662,7.3529411765,11.15933044,18.773466834,8.3432657926,3.6764705882,1.2399256045,7.5093867334,-2.383790226,3.6764705882,9.9194048357,11.2640801,0,0,0,0,-20.26221692,-39.21568627,3.7197768134,-46.30788486,-20.26221692,-39.21568627,3.7197768134,-46.30788486
050,4,8,08,055,Colorado,Huerfano County,6711,6711,6673,6519,6588,6507,6462,-38,-154,69,-81,-45,15,45,59,47,47,13,106,105,85,85,2,-61,-46,-38,-38,3,9,10,11,11,-41,-106,103,-55,-9,-38,-97,113,-44,2,-2,4,2,1,-9,165,165,165,165,165,165,6.8223165555,9.0028229191,7.178312333,7.2480530496,16.070345664,16.021972992,12.982054219,13.108181047,-9.248029109,-7.019150072,-5.803741886,-5.860127998,1.3644633111,1.5259021897,1.680030546,1.6963528414,-16.07034566,15.716792554,-8.40015273,-1.387925052,-14.70588235,17.242694743,-6.720122184,0.3084277893
050,4,8,08,057,Colorado,Jackson County,1394,1394,1383,1381,1347,1364,1396,-11,-2,-34,17,32,2,11,9,11,9,0,10,15,5,8,2,1,-6,6,1,0,0,0,1,1,-12,-15,-28,18,27,-12,-15,-28,19,28,-1,12,0,-8,3,2,2,2,2,2,2,7.9594790159,6.5982404692,8.1150866839,6.5217391304,7.2358900145,10.997067449,3.6886757654,5.7971014493,0.7235890014,-4.398826979,4.4264109185,0.7246376812,0,0,0.7377351531,0.7246376812,-10.85383502,-20.52785924,13.279232755,19.565217391,-10.85383502,-20.52785924,14.016967909,20.289855072
050,4,8,08,059,Colorado,Jefferson County,534543,534583,535600,539540,545621,551548,558503,1017,3940,6081,5927,6955,1358,5533,5547,5756,5801,914,3735,3895,4129,4118,444,1798,1652,1627,1683,105,489,513,568,568,493,1763,3836,3320,4850,598,2252,4349,3888,5418,-25,-110,80,412,-146,7450,7737,8006,7928,8006,8001,10.292613055,10.223367777,10.492458318,10.451772036,6.9479323623,7.178658282,7.5266435709,7.4194789248,3.3446806927,3.0447094947,2.9658147469,3.0322931109,0.9096489759,0.9454818225,1.0353919952,1.0233764034,3.2795728928,7.0699186572,6.051939127,8.7383372476,4.1892218688,8.0154004797,7.0873311222,9.761713651
050,4,8,08,061,Colorado,Kiowa County,1398,1398,1395,1456,1437,1420,1402,-3,61,-19,-17,-18,2,20,8,16,12,2,22,21,14,14,0,-2,-13,2,-2,0,0,0,0,0,-2,45,-6,-18,-16,-2,45,-6,-18,-16,-1,18,0,-1,0,14,14,14,14,14,14,14.030164854,5.5305910819,11.200560028,8.5046066619,15.43318134,14.51780159,9.8004900245,9.9220411056,-1.403016485,-8.987210508,1.4000700035,-1.417434444,0,0,0,0,31.567870922,-4.147943311,-12.60063003,-11.33947555,31.567870922,-4.147943311,-12.60063003,-11.33947555
050,4,8,08,063,Colorado,Kit Carson County,8270,8270,8238,8192,8093,8016,8072,-32,-46,-99,-77,56,20,102,91,85,88,27,82,69,62,74,-7,20,22,23,14,-2,6,4,5,5,-17,-101,-126,-75,37,-19,-95,-122,-70,42,-6,29,1,-30,0,1075,1075,887,821,820,822,12.416311625,11.175928769,10.553106959,10.93983093,9.9817407182,8.4740558796,7.69756037,9.1994032819,2.4345709069,2.7018728892,2.8555465889,1.7404276479,0.7303712721,0.4912496162,0.6207709976,0.6215813028,-12.29458308,-15.47436291,-9.311564964,4.599701641,-11.56421181,-14.98311329,-8.690793966,5.2212829438
050,4,8,08,065,Colorado,Lake County,7310,7310,7263,7373,7274,7290,7357,-47,110,-99,16,67,24,104,71,78,84,14,42,41,22,24,10,62,30,56,60,-1,-5,-5,-5,-5,-58,44,-124,-22,3,-59,39,-129,-27,-2,2,9,0,-13,9,133,133,141,139,140,140,14.211533206,9.6948180515,10.711343038,11.469925582,5.7392730254,5.5984160579,3.0211480363,3.2771215949,8.4722601804,4.0964019936,7.6901950014,8.1928039872,-0.683246789,-0.682733666,-0.686624554,-0.682733666,6.0125717409,-16.93179491,-3.021148036,0.4096401994,5.3293249522,-17.61452857,-3.70777259,-0.273093466
050,4,8,08,067,Colorado,La Plata County,51334,51334,51338,51770,52305,53334,53989,4,432,535,1029,655,136,544,535,507,541,84,249,334,303,328,52,295,201,204,213,6,35,29,38,38,-56,114,303,735,424,-50,149,332,773,462,2,-12,2,52,-20,1715,1647,1648,1742,1946,1941,10.552042519,10.281047322,9.5987277426,10.081715942,4.8298871087,6.4184482344,5.7365177633,6.1123897021,5.7221554099,3.8625990872,3.8622099793,3.9693262395,0.6788997944,0.5572904156,0.7194312706,0.7081427094,2.211273616,5.8227239971,13.915315366,7.9013818101,2.8901734104,6.3800144127,14.634746637,8.6095245194
050,4,8,08,069,Colorado,Larimer County,299630,299630,300484,305241,310835,316494,324122,854,4757,5594,5659,7628,814,3317,3408,3390,3447,488,1867,1871,1971,1965,326,1450,1537,1419,1482,63,350,362,407,411,477,2744,3643,3739,5481,540,3094,4005,4146,5892,-12,213,52,94,254,8530,8556,8403,8470,8634,8637,10.952164761,11.063570079,10.80772609,10.76151704,6.1645135994,6.0739259442,6.2837841069,6.1347203317,4.7876511618,4.9896441348,4.5239419826,4.6267967082,1.1556399356,1.1751796856,1.2975647547,1.2831399778,9.0602170952,11.826462969,11.920379896,17.111655032,10.215857031,13.001642654,13.217944651,18.39479501
050,4,8,08,071,Colorado,Las Animas County,15507,15507,15416,15045,14986,14444,14052,-91,-371,-59,-542,-392,50,148,148,142,135,38,197,162,148,156,12,-49,-14,-6,-21,1,7,4,5,6,-102,-327,-50,-556,-374,-101,-320,-46,-551,-368,-2,-2,1,15,-3,858,854,854,793,798,795,9.7173434884,9.8564816356,9.6500169895,9.4750140371,12.934572076,10.78885152,10.057764186,10.948905109,-3.217228587,-0.932369884,-0.407747197,-1.473891072,0.4596040839,0.2663913956,0.3397893306,0.421111735,-21.47007649,-3.329892444,-37.78457356,-26.24929815,-21.01047241,-3.063501049,-37.44478423,-25.82818641
050,4,8,08,073,Colorado,Lincoln County,5467,5469,5472,5438,5446,5431,5510,3,-34,8,-15,79,15,64,48,63,53,15,51,56,36,40,0,13,-8,27,13,0,5,5,5,5,4,-55,11,-46,61,4,-50,16,-41,66,-1,3,0,-1,0,1030,1030,1004,1030,1030,1030,11.732355637,8.8202866593,11.584076492,9.6883283064,9.3492208983,10.290334436,6.619472281,7.3119458916,2.3831347388,-1.470047777,4.9646042107,2.3763824148,0.9165902841,0.9187798603,0.9193711501,0.9139932365,-10.08249313,2.0213156928,-8.458214581,11.150717485,-9.165902841,2.9400955531,-7.538843431,12.064710721
050,4,8,08,075,Colorado,Logan County,22709,22709,22789,22687,22613,22407,22524,80,-102,-74,-206,117,50,212,223,251,245,29,185,184,212,204,21,27,39,39,41,-2,0,1,10,10,60,-134,-107,-276,67,58,-134,-106,-266,77,1,5,-7,21,-1,3904,3980,3967,3973,3899,3898,9.3235992611,9.8454746137,11.150599733,10.905610825,8.1361597326,8.1236203091,9.4180364283,9.0805902384,1.1874395285,1.7218543046,1.7325633052,1.8250205871,0,0.0441501104,0.4442470013,0.4451269725,-5.893218401,-4.72406181,-12.26121724,2.9823507155,-5.893218401,-4.6799117,-11.81697024,3.427477688
050,4,8,08,077,Colorado,Mesa County,146723,146723,146485,147380,147724,147699,148255,-238,895,344,-25,556,481,1908,1817,1853,1825,333,1305,1306,1418,1356,148,603,511,435,469,16,64,54,66,67,-415,276,-204,-617,-17,-399,340,-150,-551,50,13,-48,-17,91,37,3631,3824,4128,4280,4490,4494,12.985554591,12.314302754,12.544724006,12.332997696,8.8816293196,8.8511168944,9.5997941934,9.163586233,4.1039252718,3.4631858599,2.9449298125,3.1694114626,0.4355741582,0.365972674,0.4468169371,0.4527730661,1.8784135572,-1.382563435,-4.177061366,-0.114882718,2.3139877154,-1.016590761,-3.730244429,0.3378903478
050,4,8,08,079,Colorado,Mineral County,712,712,703,712,709,723,698,-9,9,-3,14,-25,0,5,6,5,6,4,3,5,1,3,-4,2,1,4,3,0,1,1,1,1,-5,0,-4,20,-32,-5,1,-3,21,-31,0,6,-1,-11,3,0,0,0,0,0,0,7.0671378092,8.4447572132,6.9832402235,8.4447572132,4.2402826855,7.0372976777,1.3966480447,4.2223786066,2.8268551237,1.4074595355,5.5865921788,4.2223786066,1.4134275618,1.4074595355,1.3966480447,1.4074595355,0,-5.629838142,27.932960894,-45.03870514,1.4134275618,-4.222378607,29.329608939,-43.6312456
050,4,8,08,081,Colorado,Moffat County,13795,13795,13802,13420,13167,13115,12928,7,-382,-253,-52,-187,49,186,164,193,179,44,68,120,84,76,5,118,44,109,103,2,13,12,13,13,1,-532,-316,-161,-323,3,-519,-304,-148,-310,-1,19,7,-13,20,102,102,102,102,102,102,13.665417677,12.336856358,14.686857926,13.746496179,4.9959591507,9.0269680671,6.3922075946,5.8365011711,8.6694585262,3.3098882913,8.294650331,7.9099950083,0.9551098376,0.9026968067,0.989270223,0.9983488845,-39.08603336,-23.77101591,-12.25173122,-24.80512998,-38.13092352,-22.8683191,-11.262461,-23.80678109
050,4,8,08,083,Colorado,Montezuma County,25535,25535,25537,25444,25424,25667,25772,2,-93,-20,243,105,78,308,293,305,305,41,290,273,247,267,37,18,20,58,38,4,16,16,19,19,-32,-115,-54,168,67,-28,-99,-38,187,86,-7,-12,-2,-2,-19,237,237,237,237,237,237,12.082932857,11.520012582,11.939480535,11.858706429,11.376787431,10.7336636,9.6690219412,10.381228251,0.7061454267,0.7863489817,2.2704585935,1.477478178,0.6276848238,0.6290791853,0.7437709186,0.738739089,-4.511484671,-2.123142251,6.5765007536,2.6050273139,-3.883799847,-1.494063065,7.3202716721,3.3437664029
050,4,8,08,085,Colorado,Montrose County,41276,41278,41177,40910,40722,40744,40873,-101,-267,-188,22,129,108,498,399,465,439,67,399,458,365,388,41,99,-59,100,51,7,63,49,56,59,-154,-421,-170,-116,-11,-147,-358,-121,-60,48,5,-8,-8,-18,30,542,542,542,542,542,542,12.13346815,9.7755782046,11.415805367,10.757562763,9.721393156,11.221089769,8.9607934598,9.5078231251,2.4120749936,-1.445511564,2.4550119068,1.2497396376,1.5349568141,1.2005096041,1.3748066678,1.4457772278,-10.25740982,-4.16503332,-2.847813812,-0.269551687,-8.722453007,-2.964523716,-1.473007144,1.1762255412
050,4,8,08,087,Colorado,Morgan County,28159,28159,28141,28498,28355,28389,28328,-18,357,-143,34,-61,97,461,427,430,429,39,279,271,222,220,58,182,156,208,209,19,105,99,115,115,-81,-35,-405,-276,-373,-62,70,-306,-161,-258,-14,105,7,-13,-12,564,564,564,564,564,564,16.278535991,15.021195012,15.155787396,15.127739478,9.8518688536,9.5333579582,7.8246158184,7.7578151172,6.4266671375,5.4878370535,7.3311715776,7.3699243613,3.7076925793,3.4826658224,4.053291978,4.0552215385,-1.235897526,-14.24726927,-9.727900747,-13.1530229,2.4717950529,-10.76460345,-5.674608769,-9.097801365
050,4,8,08,089,Colorado,Otero County,18831,18831,18901,18889,18712,18572,18488,70,-12,-177,-140,-84,65,250,269,196,219,31,220,265,222,211,34,30,4,-26,8,2,8,8,8,8,33,-41,-191,-119,-103,35,-33,-183,-111,-95,1,-9,2,-3,3,433,459,460,459,459,459,13.231013496,14.308130103,10.513893359,11.818672423,11.643291876,14.095369804,11.908593499,11.386940097,1.5877216195,0.2127602989,-1.394700139,0.431732326,0.4233924319,0.4255205979,0.4291385045,0.431732326,-2.169886213,-10.15930427,-6.383435254,-5.558553697,-1.746493781,-9.733783676,-5.954296749,-5.126821371
050,4,8,08,091,Colorado,Ouray County,4436,4434,4460,4449,4545,4578,4629,26,-11,96,33,51,9,28,32,33,31,15,19,18,36,29,-6,9,14,-3,2,1,0,1,2,2,31,-33,79,30,48,32,-33,80,32,50,0,13,2,4,-1,0,0,0,0,0,0,6.2857784263,7.1158550145,7.2344623479,6.734006734,4.2653496464,4.0026684456,7.8921407432,6.2995546867,2.0204287799,3.1131865688,-0.657678395,0.4344520474,0,0.2223704692,0.4384522635,0.4344520474,-7.40823886,17.567267067,6.5767839526,10.426849137,-7.40823886,17.789637536,7.0152362162,10.861301184
050,4,8,08,093,Colorado,Park County,16206,16201,16264,16091,16043,16128,16345,63,-173,-48,85,217,29,114,110,98,112,7,83,77,67,81,22,31,33,31,31,2,6,6,7,7,40,-208,-77,103,175,42,-202,-71,110,182,-1,-2,-10,-56,4,92,92,92,92,92,92,7.046824293,6.846330989,6.092443505,6.8980383703,5.1305825993,4.7924316923,4.1652419881,4.9887598928,1.9162416937,2.0538992967,1.9272015169,1.9092784775,0.3708854891,0.3734362358,0.4351745361,0.4311273981,-12.85736362,-4.792431692,6.4032824594,10.778184954,-12.48647813,-4.418995457,6.8384569954,11.209312352
050,4,8,08,095,Colorado,Phillips County,4442,4442,4460,4371,4376,4355,4363,18,-89,5,-21,8,14,50,54,44,48,8,61,48,39,53,6,-11,6,5,-5,1,13,8,11,11,13,-93,-9,-32,3,14,-80,-1,-21,14,-2,2,0,-5,-1,60,60,60,60,60,60,11.323745895,12.347090431,10.079028748,11.011699931,13.814969992,10.975191494,8.9336845722,12.158752007,-2.491224097,1.3718989368,1.1453441759,-1.147052076,2.9441739327,1.8291985824,2.519757187,2.5235145676,-21.06216736,-2.057848405,-7.330202726,0.6882312457,-18.11799343,-0.228649823,-4.810445539,3.2117458133
050,4,8,08,097,Colorado,Pitkin County,17148,17148,17149,17127,17232,17381,17626,1,-22,105,149,245,30,173,125,123,119,17,56,48,32,33,13,117,77,91,86,14,60,59,65,67,-26,-207,-28,27,91,-12,-147,31,92,158,0,8,-3,-34,1,72,72,72,72,72,72,10.094526783,7.276113973,7.1071562708,6.7986402719,3.2675924845,2.7940277657,1.8490162656,1.8853372183,6.8269342981,4.4820862074,5.2581400052,4.9133030537,3.5009919477,3.4343257953,3.7558142894,3.8278058674,-12.07842222,-1.62984953,1.5601074741,5.198960208,-8.577430272,1.8044762653,5.3159217635,9.0267660754
050,4,8,08,099,Colorado,Prowers County,12551,12551,12571,12505,12405,12281,12034,20,-66,-100,-124,-247,49,142,185,157,160,9,149,130,88,104,40,-7,55,69,56,2,7,6,6,6,-19,-73,-163,-173,-306,-17,-66,-157,-167,-300,-3,7,2,-26,-3,315,342,344,343,343,343,11.325570266,14.853472501,12.719760188,13.160600452,11.883873026,10.437575271,7.1295471117,8.5543902941,-0.55830276,4.41589723,5.5902130762,4.6062101583,0.5583027596,0.4817342433,0.4861054849,0.493522517,-5.822300207,-13.08711361,-14.01604148,-25.16964837,-5.263997448,-12.60537937,-13.529936,-24.67612585
050,4,8,08,101,Colorado,Pueblo County,159063,159063,159536,160213,160840,161320,161875,473,677,627,480,555,526,1864,1876,1907,1908,418,1650,1582,1614,1638,108,214,294,293,270,15,58,77,68,65,335,495,252,52,247,350,553,329,120,312,15,-90,4,67,-27,4321,4403,4403,4582,4562,4556,11.659145142,11.686543966,11.838837845,11.807113353,10.320595217,9.8550706581,10.019865905,10.136295425,1.3385499251,1.8314733081,1.8189719394,1.6708179273,0.3627845591,0.4796715807,0.4221504842,0.4022339455,3.0961785651,1.5698342641,0.3228209585,1.5284889927,3.4589631242,2.0495058448,0.7449714428,1.9307229382
050,4,8,08,103,Colorado,Rio Blanco County,6666,6666,6660,6774,6793,6759,6707,-6,114,19,-34,-52,19,104,72,84,80,17,41,55,46,37,2,63,17,38,43,13,18,18,20,20,-21,36,-17,-92,-123,-8,54,1,-72,-103,0,-3,1,0,8,235,283,235,298,303,301,15.483102576,10.613989828,12.396694215,11.881776326,6.1039154384,8.1079088966,6.7886658796,5.4953215506,9.3791871371,2.5060809317,5.6080283353,6.386454775,2.6797677535,2.6534974571,2.9515938607,2.9704440814,5.3595355069,-2.506080932,-13.57733176,-18.2682311,8.0393032604,0.1474165254,-10.6257379,-15.29778702
050,4,8,08,105,Colorado,Rio Grande County,11982,11982,12020,11924,11893,11755,11607,38,-96,-31,-138,-148,43,144,132,144,140,14,127,128,100,116,29,17,4,44,24,1,3,2,5,5,9,-115,-38,-190,-176,10,-112,-36,-185,-171,-1,-1,1,3,-1,198,198,198,198,198,198,12.028065486,11.084519461,12.178619756,11.985275233,10.608085533,10.748624932,8.4573748309,9.9306566219,1.4199799532,0.3358945291,3.7212449256,2.0546186114,0.2505846976,0.1679472646,0.4228687415,0.428045544,-9.605746742,-3.190998027,-16.06901218,-15.06720315,-9.355162045,-3.023050762,-15.64614344,-14.63915761
050,4,8,08,107,Colorado,Routt County,23509,23509,23426,23182,23207,23458,23865,-83,-244,25,251,407,54,227,215,207,196,33,88,92,83,102,21,139,123,124,94,5,20,20,23,23,-115,-416,-120,95,283,-110,-396,-100,118,306,6,13,2,9,7,335,336,285,285,286,286,9.7408170271,9.2694388756,8.8717454195,8.2834985102,3.7761757638,3.9664575654,3.5572699025,4.3108002451,5.9646412633,5.3029813102,5.314475517,3.9726982651,0.8582217645,0.8622733838,0.9857494911,0.9720431925,-17.8510127,-5.173640303,4.0715739848,11.960357543,-16.99279094,-4.311366919,5.0573234758,12.932400735
050,4,8,08,109,Colorado,Saguache County,6108,6108,6131,6185,6319,6226,6196,23,54,134,-93,-30,16,78,74,67,60,1,37,30,17,42,15,41,44,50,18,2,11,10,11,11,7,2,79,-145,-59,9,13,89,-134,-48,-1,0,1,-9,0,18,18,18,18,18,18,12.666450146,11.836212412,10.681546433,9.6602801481,6.0084443001,4.7984644914,2.7102431248,6.7621961037,6.6580058461,7.0377479207,7.9713033081,2.8980840444,1.7862942514,1.5994881638,1.7536867278,1.7710513605,0.324780773,12.635956494,-23.11677959,-9.499275479,2.1110750244,14.235444658,-21.36309287,-7.728224118
050,4,8,08,111,Colorado,San Juan County,699,699,708,697,695,699,720,9,-11,-2,4,21,0,8,3,1,4,1,8,3,3,0,-1,0,0,-2,4,0,0,0,0,0,9,-14,-2,10,14,9,-14,-2,10,14,1,3,0,-4,3,0,0,0,0,0,0,11.387900356,4.3103448276,1.4347202296,5.6377730796,11.387900356,4.3103448276,4.3041606887,0,0,0,-2.869440459,5.6377730796,0,0,0,0,-19.92882562,-2.873563218,14.347202296,19.732205779,-19.92882562,-2.873563218,14.347202296,19.732205779
050,4,8,08,113,Colorado,San Miguel County,7359,7359,7356,7488,7604,7697,7840,-3,132,116,93,143,14,75,72,67,71,7,18,29,17,23,7,57,43,50,48,8,33,34,37,37,-20,40,39,2,60,-12,73,73,39,97,2,2,0,4,-2,9,9,9,9,9,9,10.105092967,9.5414789292,8.7575975426,9.1394735148,2.425222312,3.8430956798,2.2220769884,2.9606745189,7.6798706548,5.6983832494,6.5355205542,6.1787989959,4.4462409054,4.5056983832,4.8362852101,4.762824226,5.3893829157,5.1683010867,0.2614208222,7.7234987449,9.8356238211,9.6739994699,5.0977060323,12.486322971
050,4,8,08,115,Colorado,Sedgwick County,2379,2379,2370,2374,2377,2354,2348,-9,4,3,-23,-6,6,28,22,29,23,14,41,38,22,20,-8,-13,-16,7,3,0,3,3,3,3,-1,10,17,-24,-14,-1,13,20,-21,-11,0,4,-1,-9,2,35,35,35,35,35,35,11.804384486,9.2612081667,12.259564574,9.7830710336,17.284991568,15.996632288,9.3003593321,8.5070182901,-5.480607083,-6.735424121,2.959205242,1.2760527435,1.2647554806,1.2628920227,1.268230818,1.2760527435,4.215851602,7.1563881288,-10.14584654,-5.954912803,5.4806070826,8.4192801515,-8.877615726,-4.67886006
050,4,8,08,117,Colorado,Summit County,27994,27994,28063,27960,28228,28755,29404,69,-103,268,527,649,62,306,309,239,271,3,54,56,39,59,59,252,253,200,212,35,148,135,146,149,-20,-534,-110,200,289,15,-386,25,346,438,-5,31,-10,-19,-1,273,273,273,273,273,274,10.924084751,10.998789777,8.3884667357,9.3192799051,1.9277796619,1.9933081797,1.3688293,2.0289207173,8.996305089,9.0054815975,7.0196374357,7.2903591877,5.2835442586,4.8052965046,5.1243353281,5.1238845235,-19.06359888,-3.915426782,7.0196374357,9.9382726663,-13.78005462,0.8898697231,12.143972764,15.06215719
050,4,8,08,119,Colorado,Teller County,23350,23350,23456,23334,23376,23258,23389,106,-122,42,-118,131,55,223,153,174,171,26,132,143,141,145,29,91,10,33,26,1,-4,-4,-4,-4,74,-232,46,-109,105,75,-236,42,-113,101,2,23,-10,-38,4,132,132,132,132,132,132,9.5319512716,6.5510597303,7.4623665137,7.3316612001,5.642231246,6.1228858917,6.0470901059,6.216905696,3.8897200256,0.4281738386,1.4152764078,1.1147555041,-0.170976704,-0.171269535,-0.171548655,-0.171500847,-9.916648857,1.9695996575,-4.674700862,4.5018972281,-10.08762556,1.798330122,-4.846249518,4.3303963813
050,4,8,08,121,Colorado,Washington County,4814,4814,4805,4808,4736,4774,4780,-9,3,-72,38,6,16,41,39,35,41,5,53,50,34,47,11,-12,-11,1,-6,0,0,1,1,1,-15,-18,-61,49,15,-15,-18,-60,50,16,-5,33,-1,-13,-4,184,184,184,184,184,184,8.5301154686,8.1726739313,7.3606729758,8.5827925476,11.02673463,10.477787091,7.1503680336,9.8388109692,-2.496619162,-2.30511316,0.2103049422,-1.256018422,0,0.2095557418,0.2103049422,0.2093364036,-3.744928742,-12.78290025,10.304942166,3.140046054,-3.744928742,-12.57334451,10.515247108,3.3493824576
050,4,8,08,123,Colorado,Weld County,252825,252837,254173,258737,264189,270560,277670,1336,4564,5452,6371,7110,955,3753,3794,3907,3980,366,1443,1459,1557,1546,589,2310,2335,2350,2434,44,277,276,314,319,656,1840,2815,3540,4258,700,2117,3091,3854,4577,47,137,26,167,99,5895,5853,5838,5782,5774,5778,14.634146341,14.51065734,14.612463043,14.519453514,5.6267181377,5.5801394461,5.8232927972,5.6399686263,9.0074282038,8.9305178935,8.7891702462,8.8794848877,1.0801115205,1.0555986889,1.1743827478,1.1637451435,7.1747480065,10.7663417,13.239856456,15.533626398,8.254859527,11.821940389,14.414239204,16.697371541
050,4,8,08,125,Colorado,Yuma County,10043,10043,10016,10156,10117,10163,10202,-27,140,-39,46,39,30,155,156,140,151,14,118,113,84,85,16,37,43,56,66,4,18,11,14,14,-42,38,-95,-30,-43,-38,56,-84,-16,-29,-5,47,2,6,2,196,196,196,196,213,213,15.367836605,15.38992749,13.806706114,14.829364105,11.699385287,11.147832092,8.2840236686,8.3476552909,3.6684513187,4.2420953978,5.5226824458,6.4817088141,1.7846519929,1.0851871948,1.3806706114,1.3749079303,3.7675986516,-9.372071228,-2.958579882,-4.2229315,5.5522506445,-8.286884033,-1.57790927,-2.84802357
040,1,1,09,000,Connecticut,Connecticut,3574097,3574096,3579345,3590537,3594362,3599341,3596677,5249,11192,3825,4979,-2664,9206,37633,36851,36365,36499,6833,29323,29094,29484,29579,2373,8310,7757,6881,6920,3380,16137,16354,17098,17022,-325,-12133,-20159,-17019,-26216,3055,4004,-3805,79,-9194,-179,-1122,-127,-1981,-390,118152,121133,121517,118317,118407,118226,10.497522832,10.257903417,10.110231129,10.144221429,8.1794930516,8.0986524654,8.1971691075,8.220935523,2.3180297807,2.1592509512,1.913062021,1.9232859062,4.5013293106,4.5523256486,4.7536018654,4.7309498114,-3.384435058,-5.611491546,-4.731638212,-7.286251924,1.1168942529,-1.059165898,0.0219636535,-2.555302113
050,1,1,09,001,Connecticut,Fairfield County,916829,916828,919506,928722,935290,942119,945438,2678,9216,6568,6829,3319,2533,10408,10203,10042,10087,1512,6474,6367,6667,6579,1021,3934,3836,3375,3508,1227,5890,5698,6129,6135,462,-289,-2815,-1941,-6506,1689,5601,2883,4188,-371,-32,-319,-151,-734,182,19168,19953,20055,19984,20149,19745,11.262679713,10.947354416,10.697722233,10.68788916,7.0056291756,6.8315010848,7.1023415782,6.9709153154,4.2570505371,4.1158533314,3.5953806549,3.716973845,6.3736725123,6.113694547,6.5292112694,6.5004659462,-0.312731979,-3.020366822,-2.067743363,-6.893566658,6.0609405333,3.0933277254,4.461467906,-0.393100712
