idx,STATE,COUNTYNAME,FIPS,LON,LAT
595,MT,Beaverhead,30001,-112.8988,45.1328
596,MT,Blaine,30005,-108.9586,48.4327
597,MT,Broadwater,30007,-111.4955,46.3319
598,MT,Carter,30011,-104.5362,45.5168
599,MT,Cascade,30013,-111.3472,47.308
600,MT,Chouteau,30015,-110.4352,47.8806
601,MT,Custer,30017,-105.5718,46.2527
602,MT,Daniels,30019,-105.5485,48.7838
603,MT,Dawson,30021,-104.8994,47.2664
604,MT,Deer Lodge,30023,-113.0677,46.0608
605,MT,Fallon,30025,-104.4174,46.334
606,MT,Fergus,30027,-109.2243,47.2636
607,MT,Garfield,30033,-106.9928,47.2777
608,MT,Hill,30041,-110.1113,48.6282
609,VT,Essex,50009,-71.7364,44.7281
610,NY,Chautauqua,36013,-79.3664,42.2282
611,PR,Toa Baja,72137,-66.2144,18.4312
612,PR,Vega Baja,72145,-66.398,18.4284
613,NY,Suffolk,36103,-72.8573,40.878
614,MA,Bristol,25005,-71.1153,41.802
615,NY,Queens,36081,-73.8177,40.7067
616,NY,Queens,36081,-73.8481,40.7884
617,NY,Kings,36047,-73.9472,40.6447
618,NY,Jefferson,36045,-75.9102,44.0409
619,NH,Grafton,33009,-71.8205,43.9409
620,WV,Lewis,54041,-80.5022,38.9958
621,WV,Harrison,54033,-80.3798,39.2835
622,WV,Doddridge,54017,-80.7069,39.2692
623,GA,Wilkes,13317,-82.7432,33.782
624,GA,Wilcox,13315,-83.4322,31.9734
625,GA,Whitfield,13313,-84.9673,34.8056
626,GA,White,13311,-83.7472,34.6464
627,GA,Wheeler,13309,-82.7246,32.1171
628,GA,Webster,13307,-84.551,32.0466
629,GA,Wayne,13305,-81.9168,31.5515
630,GA,Washington,13303,-82.7959,32.9695
631,GA,Warren,13301,-82.6767,33.409
632,GA,Ware,13299,-82.4238,31.0534
633,GA,Walker,13295,-85.3009,34.7356
634,GA,Union,13291,-83.9907,34.8342
635,GA,Twiggs,13289,-83.4272,32.6672
636,GA,Turner,13287,-83.6242,31.7164
637,GA,Troup,13285,-85.0283,33.0335
638,GA,Treutlen,13283,-82.5673,32.4039
639,GA,Towns,13281,-83.7373,34.9166
640,GA,Toombs,13279,-82.3306,32.1206
641,GA,Tift,13277,-83.5266,31.4575
642,GA,Thomas,13275,-83.9194,30.8637
643,GA,Terrell,13273,-84.4368,31.7768
644,GA,Telfair,13271,-82.9389,31.9298
645,GA,Tattnall,13267,-82.0582,32.0458
646,GA,Taliaferro,13265,-82.8787,33.5662
647,GA,Talbot,13263,-84.533,32.6995
648,GA,Sumter,13261,-84.1971,32.04
649,GA,Stewart,13259,-84.8351,32.0785
650,GA,Stephens,13257,-83.2935,34.554
651,GA,Spalding,13255,-84.2841,33.2609
652,GA,Screven,13251,-81.6119,32.7507
653,GA,Schley,13249,-84.3149,32.262
654,GA,Rockdale,13247,-84.0267,33.6545
655,GA,Richmond,13245,-82.0735,33.3596
656,GA,Randolph,13243,-84.7542,31.7626
657,GA,Rabun,13241,-83.4021,34.8818
658,GA,Putnam,13237,-83.3728,33.3218
659,GA,Pulaski,13235,-83.4764,32.2328
660,GA,Polk,13233,-85.1881,34.0018
661,GA,Pike,13231,-84.3892,33.0922
662,GA,Pierce,13229,-82.2134,31.3589
663,GA,Pickens,13227,-84.4656,34.4643
664,GA,Peach,13225,-83.8268,32.5688
665,GA,Paulding,13223,-84.8672,33.9202
666,GA,Oglethorpe,13221,-83.0806,33.8807
667,GA,Oconee,13219,-83.437,33.8349
668,GA,Newton,13217,-83.8503,33.5551
669,GA,Muscogee,13215,-84.877,32.51
670,GA,Dodge,13091,-83.1684,32.1722
671,GA,Dooly,13093,-83.7987,32.1572
672,GA,Dougherty,13095,-84.2164,31.5333
673,GA,Douglas,13097,-84.7677,33.7015
674,GA,Early,13099,-84.9037,31.3228
675,GA,Echols,13101,-82.8939,30.7101
676,GA,Elbert,13105,-82.8403,34.117
677,GA,Emanuel,13107,-82.3018,32.5898
678,GA,Fannin,13111,-84.3197,34.8641
679,GA,Fayette,13113,-84.4941,33.414
680,GA,Floyd,13115,-85.2143,34.2632
681,GA,Forsyth,13117,-84.1253,34.2255
682,GA,Franklin,13119,-83.2292,34.3755
683,GA,Gilmer,13123,-84.4554,34.6915
684,GA,Glascock,13125,-82.6107,33.2293
685,GA,Gordon,13129,-84.8757,34.5034
686,GA,Grady,13131,-84.2344,30.8747
687,GA,Greene,13133,-83.1667,33.5788
688,GA,Gwinnett,13135,-84.0235,33.9617
689,GA,Habersham,13137,-83.5312,34.631
690,GA,Hall,13139,-83.8197,34.3168
691,GA,Hancock,13141,-83.001,33.2703
692,GA,Haralson,13143,-85.211,33.7943
693,GA,Harris,13145,-84.909,32.736
694,GA,Hart,13147,-82.964,34.3511
695,GA,Heard,13149,-85.1283,33.297
696,GA,Henry,13151,-84.1554,33.4534
697,GA,Houston,13153,-83.6662,32.459
698,GA,Irwin,13155,-83.2764,31.6023
699,GA,Jackson,13157,-83.5663,34.1339
700,GA,Clayton,13063,-84.3577,33.5419
701,GA,Jefferson,13163,-82.4181,33.0549
702,IN,Vanderburgh,18163,-87.5857,38.0254
703,IN,Union,18161,-84.9251,39.6255
704,IN,Tipton,18159,-86.0519,40.3114
705,IN,Tippecanoe,18157,-86.8941,40.3886
706,IN,Switzerland,18155,-85.037,38.8262
707,IN,Sullivan,18153,-87.4146,39.0888
708,IN,Steuben,18151,-85.0008,41.6439
709,IN,Starke,18149,-86.6478,41.281
710,IN,Spencer,18147,-87.0077,38.0142
711,IN,Shelby,18145,-85.7918,39.5236
712,IN,Scott,18143,-85.7474,38.6851
713,IN,St. Joseph,18141,-86.2898,41.6167
714,IN,Rush,18139,-85.4658,39.6199
715,IN,Washington,18175,-86.1053,38.6
716,IN,Randolph,18135,-85.0114,40.1576
717,IN,Putnam,18133,-86.845,39.6663
718,IN,Pulaski,18131,-86.6989,41.0419
719,IN,Posey,18129,-87.8684,38.0218
720,IN,Porter,18127,-87.0672,41.4605
721,IN,Pike,18125,-87.2322,38.3988
722,IN,Perry,18123,-86.638,38.0797
723,IN,Parke,18121,-87.2063,39.7736
724,IN,Owen,18119,-86.8376,39.3129
725,IN,Orange,18117,-86.4951,38.5418
726,IN,Ohio,18115,-84.965,38.9501
727,IN,Noble,18113,-85.4174,41.3986
728,IN,Newton,18111,-87.3975,40.9559
729,IN,Morgan,18109,-86.4462,39.4815
730,IN,Montgomery,18107,-86.8933,40.0404
731,IN,Monroe,18105,-86.5231,39.1609
732,IN,Miami,18103,-86.0451,40.7695
733,IN,Martin,18101,-86.8031,38.708
734,IA,Scott,19163,-90.6232,41.6371
735,IA,Sac,19161,-95.1055,42.3862
736,IA,Ringgold,19159,-94.244,40.7352
737,IA,Poweshiek,19157,-92.5315,41.6864
738,IA,Pottawattamie,19155,-95.5423,41.3364
739,IA,Polk,19153,-93.5734,41.6855
740,IA,Pocahontas,19151,-94.6788,42.7341
741,IA,Plymouth,19149,-96.2142,42.7378
742,IA,Palo Alto,19147,-94.6782,43.082
743,IA,Page,19145,-95.1502,40.7391
744,IA,Osceola,19143,-95.6237,43.3785
745,IA,O'Brien,19141,-95.625,43.0838
746,IA,Muscatine,19139,-91.1127,41.4839
747,IA,Montgomery,19137,-95.1563,41.0301
748,IA,Monroe,19135,-92.869,41.0297
749,IA,Monona,19133,-95.96,42.0516
750,IA,Mitchell,19131,-92.7891,43.3564
751,IA,Mills,19129,-95.6214,41.0332
752,IA,Marshall,19127,-92.9988,42.0358
753,IA,Marion,19125,-93.0995,41.3344
754,IA,Mahaska,19123,-92.6409,41.3351
755,IA,Madison,19121,-94.0155,41.3307
756,IA,Lyon,19119,-96.2103,43.3805
757,IA,Lucas,19117,-93.3277,41.0293
758,IA,Louisa,19115,-91.2597,41.2185
759,IA,Linn,19113,-91.5989,42.0789
760,IA,Lee,19111,-91.4792,40.642
761,IA,Kossuth,19109,-94.2067,43.2042
762,IA,Keokuk,19107,-92.1787,41.3364
763,IA,Johnson,19103,-91.5881,41.6715
764,IA,Jefferson,19101,-91.9489,41.0318
765,IA,Jackson,19097,-90.5742,42.1717
766,VA,Orange,51137,-78.0134,38.2463
767,VA,Rappahannock,51157,-78.1593,38.6845
768,VA,Rockingham,51165,-78.8758,38.5122
769,VA,Shenandoah,51171,-78.5704,38.8585
770,VA,Warren,51187,-78.2072,38.9087
771,VA,Albemarle,51003,-78.5565,38.0229
772,VA,Spotsylvania,51177,-77.6567,38.1854
773,VA,Augusta,51015,-79.1338,38.1646
774,VA,Frederick,51069,-78.2626,39.2046
775,VA,Greene,51079,-78.4669,38.2977
776,VA,Culpeper,51047,-77.9559,38.4861
777,VA,Clarke,51043,-77.9966,39.1122
778,VA,Madison,51113,-78.2792,38.4137
779,VA,Page,51139,-78.4841,38.62
780,WV,Morgan,54065,-78.2578,39.5604
781,WV,Jefferson,54037,-77.8628,39.3076
782,WV,Hardy,54031,-78.8579,39.0075
783,WV,Berkeley,54003,-78.0275,39.4641
784,MD,Carroll,24013,-77.0228,39.5631
785,MD,Howard,24027,-76.9315,39.251
786,VA,Loudoun,51107,-77.6357,39.0907
787,VA,Highland,51091,-79.5685,38.3623
788,WV,Pendleton,54071,-79.3509,38.6808
789,VA,Fauquier,51061,-77.8094,38.7386
790,MD,Allegany,24001,-78.6989,39.6215
791,WV,Mineral,54057,-78.9438,39.4147
792,WV,Grant,54023,-79.1955,39.1051
793,VA,City of Harrisonburg,51660,-78.8735,38.4362
794,VA,City of Waynesboro,51820,-78.9013,38.0673
795,VA,City of Winchester,51840,-78.1744,39.1733
796,VA,City of Staunton,51790,-79.0616,38.1587
797,GA,Murray,13213,-84.7481,34.7885
798,GA,Morgan,13211,-83.4924,33.5908
799,GA,Montgomery,13209,-82.5338,32.1746
800,GA,Monroe,13207,-83.9187,33.0141
801,GA,Mitchell,13205,-84.1942,31.2254
802,GA,Miller,13201,-84.7307,31.164
803,GA,Meriwether,13199,-84.6883,33.0407
804,GA,Marion,13197,-84.5246,32.3534
805,GA,Madison,13195,-83.209,34.1279
806,GA,McDuffie,13189,-82.4814,33.4829
807,GA,Lumpkin,13187,-84.0031,34.5722
808,GA,Lowndes,13185,-83.2677,30.8339
809,GA,Lincoln,13181,-82.4512,33.7936
810,GA,Laurens,13175,-82.9222,32.4637
811,GA,Lanier,13173,-83.0626,31.038
812,GA,Lamar,13171,-84.1394,33.0765
813,GA,Jones,13169,-83.5605,33.0251
814,GA,Johnson,13167,-82.6601,32.7015
815,GA,Jenkins,13165,-81.9636,32.7925
816,GA,Wilkinson,13319,-83.1713,32.8024
817,GA,Jeff Davis,13161,-82.637,31.8056
818,GA,Upson,13293,-84.2993,32.8812
819,GA,Macon,13193,-84.0425,32.3584
820,GA,Evans,13109,-81.8868,32.1568
821,GA,Lee,13177,-84.141,31.7796
822,GA,Taylor,13269,-84.2504,32.5556
823,GA,Brooks,13027,-83.5803,30.842
824,GA,Appling,13001,-82.289,31.7493
825,GA,Atkinson,13003,-82.88,31.2971
826,GA,Bacon,13005,-82.4527,31.5537
827,GA,Baker,13007,-84.4447,31.3262
828,GA,Baldwin,13009,-83.2498,33.069
829,GA,Banks,13011,-83.4974,34.3541
830,GA,Barrow,13013,-83.7126,33.9932
831,GA,Bartow,13015,-84.8405,34.2379
832,GA,Ben Hill,13017,-83.2206,31.7598
833,GA,Berrien,13019,-83.2297,31.2761
834,GA,Bibb,13021,-83.6979,32.8067
835,GA,Bleckley,13023,-83.3279,32.4344
836,GA,Brantley,13025,-81.9819,31.197
837,GA,Bulloch,13031,-81.7432,32.3969
838,GA,Burke,13033,-82.0008,33.0612
839,GA,Butts,13035,-83.9572,33.2891
840,GA,Calhoun,13037,-84.6249,31.5292
841,GA,Candler,13043,-82.0737,32.4035
842,GA,Carroll,13045,-85.0797,33.5828
843,GA,Catoosa,13047,-85.1381,34.9036
844,GA,Chattahoochee,13053,-84.787,32.347
845,GA,Chattooga,13055,-85.3454,34.475
846,GA,Cherokee,13057,-84.4764,34.2439
847,GA,Clarke,13059,-83.3675,33.9513
848,GA,Worth,13321,-83.851,31.5516
849,GA,Clinch,13065,-82.7063,30.9151
850,GA,Cobb,13067,-84.5767,33.9415
851,GA,Coffee,13069,-82.8493,31.5492
852,GA,Colquitt,13071,-83.7688,31.1884
853,GA,Columbia,13073,-82.264,33.5442
854,GA,Cook,13075,-83.4305,31.154
855,GA,Coweta,13077,-84.7633,33.3535
856,GA,Crawford,13079,-83.9864,32.7145
857,GA,Crisp,13081,-83.7681,31.923
858,GA,Dade,13083,-85.5045,34.8546
859,GA,Dawson,13085,-84.1704,34.4438
860,GA,DeKalb,13089,-84.2263,33.7715
861,MI,Alcona,26001,-83.5938,44.6854
862,MI,Wexford,26165,-85.5785,44.3384
863,MI,Iosco,26069,-83.636,44.3559
864,MI,Barry,26015,-85.309,42.595
865,MI,Branch,26023,-85.059,41.9161
866,MI,Calhoun,26025,-85.0055,42.2466
867,MI,Cass,26027,-85.9936,41.9153
868,MI,Clare,26035,-84.8478,43.9879
869,MI,Clinton,26037,-84.6015,42.9436
870,MI,Crawford,26039,-84.6103,44.6836
871,MI,Dickinson,26043,-87.8704,46.0091
872,MI,Eaton,26045,-84.8384,42.5961
873,MI,Genesee,26049,-83.7067,43.0217
874,MI,Gladwin,26051,-84.3882,43.9906
875,MI,Gratiot,26057,-84.6048,43.2927
876,MI,Hillsdale,26059,-84.593,41.8878
877,MI,Ingham,26065,-84.3736,42.5971
878,MI,Ionia,26067,-85.0746,42.9451
879,MI,Iron,26071,-88.5305,46.2087
880,MI,Isabella,26073,-84.8467,43.6406
881,MI,Jackson,26075,-84.4233,42.2485
882,MI,Kalamazoo,26077,-85.5311,42.2454
883,MI,Kalkaska,26079,-85.0902,44.6846
884,MI,Kent,26081,-85.5492,43.0322
885,MI,Lake,26085,-85.8017,43.99
886,MI,Lapeer,26087,-83.2218,43.0901
887,MI,Lenawee,26091,-84.0664,41.8951
888,MI,Livingston,26093,-83.9115,42.603
889,MI,Manistee,26101,-86.0571,44.3332
890,MI,Mecosta,26107,-85.3245,43.6409
891,MI,Midland,26111,-84.3879,43.6468
892,MI,Missaukee,26113,-85.0947,44.3373
893,MI,Montcalm,26117,-85.1524,43.311
894,MI,Montmorency,26119,-84.1273,45.0276
895,MI,Newaygo,26123,-85.8009,43.5542
896,MI,Oakland,26125,-83.3855,42.6604
897,MI,Ogemaw,26129,-84.1266,44.3349
898,MI,Osceola,26133,-85.3252,43.9899
899,MI,Oscoda,26135,-84.1297,44.6817
900,MI,Otsego,26137,-84.5988,45.0214
901,NC,Hoke,37093,-79.2371,35.0174
902,NC,Alamance,37001,-79.3995,36.044
903,NC,Alexander,37003,-81.1772,35.9211
904,NC,Alleghany,37005,-81.1286,36.4915
905,NC,Anson,37007,-80.1027,34.9738
906,NC,Ashe,37009,-81.501,36.4346
907,NC,Avery,37011,-81.9224,36.0766
908,NC,Buncombe,37021,-82.5302,35.6112
909,NC,Cabarrus,37025,-80.5519,35.3868
910,NC,Caswell,37033,-79.3337,36.3934
911,NC,Catawba,37035,-81.2144,35.6626
912,NC,Chatham,37037,-79.2553,35.7027
913,NC,Cherokee,37039,-84.0635,35.1339
914,NC,Clay,37043,-83.7502,35.0572
915,NC,Cleveland,37045,-81.5554,35.334
916,NC,Cumberland,37051,-78.8273,35.0485
917,NC,Davidson,37057,-80.2127,35.7932
918,NC,Davie,37059,-80.5446,35.9292
919,NC,Durham,37063,-78.8764,36.0359
920,NC,Edgecombe,37065,-77.5971,35.9129
921,NC,Forsyth,37067,-80.2563,36.1304
922,NC,Franklin,37069,-78.2857,36.0827
923,NC,Gaston,37071,-81.1801,35.2945
924,NC,Graham,37075,-83.8335,35.3502
925,NC,Granville,37077,-78.653,36.304
926,NC,Greene,37079,-77.6756,35.4852
927,NC,Guilford,37081,-79.789,36.0794
928,NC,Halifax,37083,-77.6519,36.2575
929,NC,Haywood,37087,-82.9822,35.5561
930,NC,Henderson,37089,-82.4799,35.3362
931,NC,Iredell,37097,-80.8736,35.8072
932,NC,Lee,37105,-79.1716,35.475
933,NC,Lincoln,37109,-81.2239,35.4862
934,NC,Macon,37113,-83.4221,35.1504
935,NC,Madison,37115,-82.7057,35.8581
936,NC,Mecklenburg,37119,-80.8328,35.2468
937,NC,Mitchell,37121,-82.1634,36.0133
938,NC,Montgomery,37123,-79.9054,35.3324
939,NC,Moore,37125,-79.4813,35.3107
940,NC,Yadkin,37197,-80.6653,36.1605
941,NC,Orange,37135,-79.1205,36.0614
942,NC,Person,37145,-78.9717,36.3901
943,NC,Pitt,37147,-77.3748,35.5935
944,NC,Randolph,37151,-79.806,35.7103
945,NC,Richmond,37153,-79.748,35.0059
946,NC,Robeson,37155,-79.1035,34.6401
947,NC,Rockingham,37157,-79.7751,36.3961
948,NC,Scotland,37165,-79.4805,34.8411
949,NC,Stanly,37167,-80.2507,35.312
950,NC,Stokes,37169,-80.2395,36.4018
951,NC,Surry,37171,-80.6882,36.4148
952,NC,Swain,37173,-83.4927,35.4867
953,NC,Transylvania,37175,-82.7983,35.2022
954,NC,Union,37179,-80.5307,34.9884
955,NC,Vance,37181,-78.4083,36.3648
956,NC,Wake,37183,-78.6504,35.7901
957,NC,Warren,37185,-78.1069,36.3966
958,NC,Watauga,37189,-81.6969,36.2313
959,NC,Wilkes,37193,-81.1638,36.2065
960,NC,Wilson,37195,-77.9185,35.7048
961,NC,Yancey,37199,-82.3076,35.8989
962,NC,Nash,37127,-77.9864,35.9672
963,NC,Rowan,37159,-80.5247,35.6396
964,OH,Adams,39001,-83.472,38.8457
965,OH,Allen,39003,-84.1057,40.7715
966,OH,Ashland,39005,-82.2707,40.846
967,OH,Athens,39009,-82.0452,39.3337
968,OH,Auglaize,39011,-84.2217,40.5609
969,OH,Belmont,39013,-80.9885,40.0158
970,OH,Brown,39015,-83.868,38.9344
971,OH,Butler,39017,-84.5755,39.4386
972,OH,Carroll,39019,-81.0897,40.5796
973,OH,Champaign,39021,-83.7696,40.1377
974,OH,Clark,39023,-83.7835,39.9168
975,OH,Wyandot,39175,-83.3044,40.8424
976,OH,Clinton,39027,-83.8084,39.415
977,OH,Columbiana,39029,-80.7775,40.7686
978,OH,Coshocton,39031,-81.92,40.3017
979,OH,Crawford,39033,-82.9197,40.8509
980,OH,Darke,39037,-84.6193,40.1333
981,OH,Defiance,39039,-84.4906,41.3239
982,OH,Delaware,39041,-83.0052,40.2785
983,OH,Fairfield,39045,-82.6305,39.7516
984,OH,Fayette,39047,-83.4561,39.5599
985,OH,Franklin,39049,-83.0093,39.9696
986,OH,Fulton,39051,-84.1301,41.6018
987,OH,Gallia,39053,-82.3169,38.8247
988,OH,Greene,39057,-83.8898,39.6915
989,OH,Guernsey,39059,-81.4942,40.0521
990,OH,Hamilton,39061,-84.5426,39.1954
991,OH,Hancock,39063,-83.6665,41.0019
992,OH,Hardin,39065,-83.6594,40.6615
993,OH,Harrison,39067,-81.0911,40.2938
994,OH,Henry,39069,-84.0682,41.3339
995,OH,Hocking,39073,-82.4792,39.497
996,OH,Holmes,39075,-81.9294,40.5612
997,OH,Huron,39077,-82.5984,41.1462
998,OH,Jackson,39079,-82.6184,39.0197
999,OH,Jefferson,39081,-80.761,40.385
1000,OH,Knox,39083,-82.4216,40.3988
1001,OH,Lawrence,39087,-82.5368,38.5985
1002,OH,Licking,39089,-82.4835,40.0918
1003,OH,Logan,39091,-83.7658,40.3885
1004,OH,Lorain,39093,-82.1512,41.2955
1005,OH,Madison,39097,-83.3999,39.8941
1006,OH,Mahoning,39099,-80.7753,41.0146
1007,OH,Marion,39101,-83.1609,40.5873
1008,OH,Medina,39103,-81.8997,41.1176
1009,OH,Meigs,39105,-82.0229,39.0821
1010,OH,Mercer,39107,-84.6293,40.54
1011,OH,Miami,39109,-84.2289,40.0534
1012,OH,Monroe,39111,-81.0829,39.7274
1013,OH,Montgomery,39113,-84.2906,39.7545
1014,OH,Morgan,39115,-81.8527,39.6203
1015,OH,Morrow,39117,-82.7941,40.524
1016,OH,Muskingum,39119,-81.9444,39.9654
1017,OH,Noble,39121,-81.4556,39.766
1018,OH,Paulding,39125,-84.5801,41.1166
1019,OH,Perry,39127,-82.2361,39.7371
1020,OH,Pickaway,39129,-83.0243,39.642
1021,OH,Pike,39131,-83.0668,39.0774
1022,OH,Portage,39133,-81.1962,41.1676
1023,OH,Preble,39135,-84.6481,39.7416
1024,OH,Putnam,39137,-84.1317,41.0221
1025,OH,Richland,39139,-82.5365,40.7747
1026,OH,Ross,39141,-83.057,39.3376
1027,OH,Scioto,39145,-82.9928,38.804
1028,OH,Seneca,39147,-83.1277,41.1239
1029,OH,Shelby,39149,-84.2048,40.3315
1030,OH,Stark,39151,-81.3659,40.8138
1031,OH,Summit,39153,-81.5321,41.1259
1032,OH,Trumbull,39155,-80.7604,41.3174
1033,OH,Tuscarawas,39157,-81.4738,40.441
1034,OH,Union,39159,-83.3715,40.2995
1035,OH,Van Wert,39161,-84.5861,40.8554
1036,OH,Vinton,39163,-82.4854,39.251
1037,OH,Warren,39165,-84.1668,39.4277
1038,OH,Washington,39167,-81.4953,39.4553
1039,OH,Wayne,39169,-81.8883,40.8289
1040,OH,Williams,39171,-84.5882,41.5603
1041,OH,Wood,39173,-83.623,41.3617
1042,OH,Clermont,39025,-84.1522,39.0476
1043,OH,Highland,39071,-83.6009,39.1848
1044,SC,Abbeville,45001,-82.4587,34.2226
1045,SC,Allendale,45005,-81.3581,32.9881
1046,SC,Anderson,45007,-82.6379,34.5191
1047,SC,Bamberg,45009,-81.0542,33.2147
1048,SC,Cherokee,45021,-81.6204,35.0482
1049,SC,Chester,45023,-81.1595,34.6921
1050,SC,Chesterfield,45025,-80.1586,34.6398
1051,SC,Darlington,45031,-79.9577,34.3323
1052,SC,Edgefield,45037,-81.9666,33.7723
1053,SC,Fairfield,45039,-81.1212,34.3951
1054,SC,Greenwood,45047,-82.1259,34.1538
1055,SC,Kershaw,45055,-80.5903,34.3388
1056,SC,Lancaster,45057,-80.7054,34.6867
1057,SC,Laurens,45059,-82.006,34.4836
1058,SC,Lee,45061,-80.2545,34.1633
1059,SC,Lexington,45063,-81.2722,33.9022
1060,SC,McCormick,45065,-82.3099,33.8996
1061,SC,Marlboro,45069,-79.6786,34.602
1062,SC,Newberry,45071,-81.6001,34.2898
1063,SC,Richland,45079,-80.9031,34.0218
1064,SC,Saluda,45081,-81.7269,34.0061
1065,SC,Spartanburg,45083,-81.9907,34.9313
1066,SC,York,45091,-81.1845,34.9747
1067,SC,Union,45087,-81.6194,34.6892
1068,SC,Aiken,45003,-81.6348,33.5444
1069,NC,Johnston,37101,-78.3657,35.5176
1070,NC,Lenoir,37107,-77.6416,35.2393
1071,NC,Wayne,37191,-78.004,35.3638
1072,NC,Harnett,37085,-78.8693,35.3687
1073,NC,Sampson,37163,-78.3712,34.9915
1074,NC,Columbus,37047,-78.655,34.2655
1075,SC,Dillon,45033,-79.3789,34.3915
1076,SC,Marion,45067,-79.3625,34.0801
1077,SC,Calhoun,45017,-80.7802,33.6749
1078,SC,Florence,45041,-79.7028,34.0245
1079,SC,Sumter,45085,-80.3823,33.9162
1080,SC,Clarendon,45027,-80.2164,33.6658
1081,SC,Dorchester,45035,-80.4052,33.0795
1082,GA,Effingham,13103,-81.3407,32.3675
1083,SC,Orangeburg,45075,-80.8003,33.439
1084,SC,Williamsburg,45089,-79.7277,33.6199
1085,NC,Dare,37055,-75.8009,35.7715
1086,NC,Pamlico,37137,-76.7488,35.1407
1087,NC,Bladen,37017,-78.5632,34.6143
1088,GA,Decatur,13087,-84.7577,30.7994
1089,GA,Decatur,13087,-84.572,30.8815
1090,SC,Hampton,45049,-81.1406,32.7763
1091,SC,Charleston,45019,-80.1831,32.6714
1092,SC,Charleston,45019,-79.9439,32.8411
1093,GA,Seminole,13253,-84.8812,30.7935
1094,GA,Seminole,13253,-84.8681,30.9481
1095,OH,Lucas,39095,-83.6586,41.62
1096,OH,Ottawa,39123,-83.1467,41.5381
1097,OH,Geauga,39055,-81.1786,41.4995
1098,GA,Charlton,13049,-82.138,30.7818
1099,NC,Jones,37103,-77.3555,35.0222
1100,OH,Lake,39085,-81.237,41.6968
1101,OH,Sandusky,39143,-83.145,41.3565
1102,NC,Duplin,37061,-77.9333,34.9365
1103,GA,Quitman,13239,-85.0188,31.8674
1104,GA,Clay,13061,-84.9803,31.6264
1105,GA,Liberty,13179,-81.4998,31.8308
1106,GA,Fulton,13121,-84.4669,33.7903
1107,NC,McDowell,37111,-82.0487,35.6813
1108,NC,Polk,37149,-82.1696,35.2793
1109,NC,Rutherford,37161,-81.9202,35.4023
1110,NC,Jackson,37099,-83.1408,35.2874
1111,NC,Caldwell,37027,-81.5465,35.953
1112,NC,Burke,37023,-81.7045,35.7495
1113,OH,Ashtabula,39007,-80.7485,41.7074
1114,SC,Greenville,45045,-82.3708,34.8944
1115,SC,Oconee,45073,-83.0659,34.7535
1116,SC,Pickens,45077,-82.7254,34.8875
1117,GA,Camden,13039,-81.682,30.9335
1118,SC,Berkeley,45015,-79.9508,33.1978
1119,SC,Horry,45051,-78.9966,33.9215
1120,GA,Bryan,13029,-81.4474,32.0175
1121,SC,Colleton,45029,-80.668,32.8655
1122,GA,Chatham,13051,-81.1416,32.0099
1123,GA,Chatham,13051,-81.0394,31.9297
1124,GA,Long,13183,-81.746,31.7528
1125,OH,Cuyahoga,39035,-81.6587,41.4243
1126,OH,Erie,39043,-82.6178,41.3635
1127,GA,Glynn,13127,-81.5512,31.2365
1128,GA,McIntosh,13191,-81.4149,31.5007
1129,MS,Coahoma,28027,-90.6027,34.2292
1130,MS,Clay,28025,-88.7815,33.6557
1131,MS,Clarke,28023,-88.6894,32.0414
1132,MS,Claiborne,28021,-90.9118,31.9737
1133,MS,Choctaw,28019,-89.2484,33.3473
1134,MS,Chickasaw,28017,-88.9479,33.9208
1135,MS,Carroll,28015,-89.9202,33.4485
1136,MS,Calhoun,28013,-89.3364,33.9364
1137,MS,Bolivar,28011,-90.8804,33.7955
1138,MS,Pearl River,28109,-89.5898,30.7686
1139,MS,Alcorn,28003,-88.5803,34.8808
1140,MS,Yazoo,28163,-90.3965,32.7804
1141,TN,Overton,47133,-85.2881,36.345
1142,TN,Perry,47135,-87.859,35.6426
1143,AL,Crenshaw,01041,-86.3136,31.7315
1144,AL,Cullman,01043,-86.8676,34.132
1145,AL,Dale,01045,-85.611,31.4318
1146,AL,Dallas,01047,-87.1065,32.3258
1147,AL,DeKalb,01049,-85.8041,34.4598
1148,AL,Elmore,01051,-86.1492,32.5966
1149,AL,Escambia,01053,-87.1616,31.1262
1150,AL,Etowah,01055,-86.0348,34.0453
1151,AL,Fayette,01057,-87.7388,33.7212
1152,AL,Franklin,01059,-87.8438,34.4417
1153,AL,Geneva,01061,-85.839,31.095
1154,AL,Greene,01063,-87.9522,32.8531
1155,AL,Hale,01065,-87.6291,32.7627
1156,AL,Houston,01069,-85.3025,31.1532
1157,AL,Jefferson,01073,-86.8965,33.5543
1158,AL,Lamar,01075,-88.0969,33.7792
1159,AL,Lauderdale,01077,-87.6543,34.9015
1160,AL,Lawrence,01079,-87.311,34.522
1161,AL,Lee,01081,-85.3556,32.6012
1162,AL,Limestone,01083,-86.9813,34.8101
1163,AL,Lowndes,01085,-86.6501,32.1548
1164,AL,Macon,01087,-85.6926,32.386
1165,AL,Madison,01089,-86.5502,34.7631
1166,AL,Marengo,01091,-87.7895,32.2476
1167,AL,Marion,01093,-87.8871,34.1366
1168,AL,Marshall,01095,-86.3066,34.3669
1169,AL,Monroe,01099,-87.3658,31.5706
1170,AL,Montgomery,01101,-86.2076,32.2202
1171,AL,Morgan,01103,-86.8529,34.4535
